batter_id,g_id,batter,team,opp,rbi,strikeout,out,n_atbats,homerun,hit
429665,201802105,E.Encarnacion,cle,tor,0,2.0,4.0,5,0.0,1.0
429665,201802283,E.Encarnacion,cle,cha,0,0.0,0.0,4,0.0,1.0
429665,201802402,E.Encarnacion,cle,kca,1,2.0,4.0,4,0.0,0.0
430832,201801002,J.Bautista,nyn,atl,0,1.0,1.0,1,0.0,0.0
430832,201801382,J.Bautista,nyn,phi,0,2.0,4.0,4,0.0,0.0
430832,201801806,J.Bautista,nyn,bal,1,1.0,2.0,4,0.0,1.0
430832,201801966,J.Bautista,nyn,chn,0,1.0,3.0,4,0.0,0.0
430832,201802329,J.Bautista,phi,atl,0,1.0,1.0,1,0.0,0.0
430935,201801978,C.Hamels,chn,nyn,0,1.0,1.0,1,0.0,0.0
430945,201800177,A.Jones,bal,tor,0,3.0,4.0,4,0.0,0.0
430945,201800213,A.Jones,bal,bos,0,1.0,4.0,4,0.0,0.0
430945,201800578,A.Jones,bal,tba,0,1.0,2.0,4,0.0,1.0
430945,201800810,A.Jones,bal,was,1,0.0,2.0,4,0.0,2.0
430945,201800825,A.Jones,bal,was,0,0.0,3.0,4,0.0,1.0
430945,201801743,A.Jones,bal,bos,0,2.0,2.0,4,0.0,2.0
430945,201801806,A.Jones,bal,nyn,1,0.0,1.0,3,0.0,1.0
430945,201801880,A.Jones,bal,tor,0,0.0,3.0,4,0.0,1.0
430945,201802026,A.Jones,bal,kca,0,1.0,2.0,4,0.0,2.0
430945,201802226,A.Jones,bal,cha,2,0.0,2.0,5,1.0,2.0
430945,201802250,A.Jones,bal,tor,0,2.0,4.0,4,0.0,0.0
431145,201800583,R.Martin,tor,bos,1,1.0,1.0,4,0.0,3.0
431145,201802038,R.Martin,tor,mia,0,0.0,3.0,3,0.0,0.0
434158,201800177,C.Granderson,tor,bal,0,2.0,4.0,5,0.0,1.0
434158,201800583,C.Granderson,tor,bos,0,1.0,2.0,2,0.0,0.0
434158,201801196,C.Granderson,tor,hou,0,1.0,1.0,1,0.0,0.0
434158,201801880,C.Granderson,tor,bal,0,0.0,1.0,3,0.0,2.0
434158,201802129,C.Granderson,mil,sfn,0,1.0,1.0,2,0.0,0.0
434378,201800498,J.Verlander,hou,ari,0,1.0,1.0,2,0.0,1.0
434658,201800128,R.Davis,cle,kca,0,0.0,1.0,1,0.0,0.0
434658,201800465,R.Davis,cle,nya,0,1.0,3.0,4,0.0,1.0
434658,201801449,R.Davis,cle,tex,0,0.0,0.0,2,0.0,2.0
434658,201801729,R.Davis,cle,cha,0,1.0,2.0,3,0.0,1.0
434658,201802105,R.Davis,cle,tor,0,1.0,3.0,5,0.0,1.0
434658,201802283,R.Davis,cle,cha,0,0.0,0.0,1,0.0,0.0
434670,201800213,H.Ramirez,bos,bal,0,2.0,4.0,4,0.0,0.0
434671,201801790,A.Sanchez,atl,mia,0,1.0,2.0,2,0.0,0.0
434671,201802329,A.Sanchez,atl,phi,0,0.0,0.0,1,0.0,1.0
434778,201800583,K.Morales,tor,bos,0,0.0,1.0,4,0.0,1.0
434778,201801196,K.Morales,tor,hou,1,0.0,4.0,4,0.0,0.0
434778,201801880,K.Morales,tor,bal,2,1.0,1.0,4,1.0,3.0
434778,201802038,K.Morales,tor,mia,0,0.0,1.0,1,0.0,0.0
434778,201802105,K.Morales,tor,cle,0,1.0,1.0,1,0.0,0.0
434778,201802250,K.Morales,tor,bal,0,1.0,4.0,4,0.0,0.0
435064,201800802,B.Wilson,min,kca,0,0.0,2.0,2,0.0,0.0
435064,201801041,B.Wilson,min,cle,0,1.0,4.0,4,0.0,0.0
435064,201801124,B.Wilson,min,tex,0,1.0,1.0,2,0.0,0.0
435064,201801468,B.Wilson,min,kca,0,1.0,3.0,3,0.0,0.0
435079,201800402,I.Kinsler,ana,nya,0,1.0,4.0,5,0.0,1.0
435079,201800547,I.Kinsler,ana,min,2,0.0,1.0,4,1.0,3.0
435079,201800780,I.Kinsler,ana,det,0,0.0,3.0,4,0.0,1.0
435079,201801262,I.Kinsler,ana,sea,0,0.0,3.0,3,0.0,0.0
435079,201801292,I.Kinsler,ana,sea,0,0.0,2.0,4,0.0,1.0
435079,201801306,I.Kinsler,ana,lan,0,0.0,2.0,4,0.0,2.0
435079,201801368,I.Kinsler,ana,sea,1,0.0,4.0,5,0.0,1.0
435079,201801933,I.Kinsler,bos,tba,0,0.0,3.0,3,0.0,0.0
435221,201800099,B.McCarthy,atl,col,2,2.0,2.0,3,0.0,1.0
435263,201800253,B.McCann,hou,sea,1,0.0,2.0,4,0.0,2.0
435263,201800498,B.McCann,hou,ari,0,0.0,3.0,4,0.0,0.0
435522,201800073,N.Walker,nya,tba,0,2.0,2.0,4,0.0,1.0
435522,201800402,N.Walker,nya,ana,0,2.0,4.0,4,0.0,0.0
435522,201800465,N.Walker,nya,cle,0,0.0,1.0,5,0.0,2.0
435522,201801436,N.Walker,nya,cle,1,1.0,3.0,4,1.0,1.0
435522,201801510,N.Walker,nya,tba,1,1.0,1.0,4,0.0,2.0
435559,201800099,K.Suzuki,atl,col,0,0.0,4.0,5,0.0,1.0
435559,201800886,K.Suzuki,atl,sdn,2,0.0,3.0,6,0.0,3.0
435559,201801002,K.Suzuki,atl,nyn,0,2.0,2.0,3,0.0,1.0
435559,201801790,K.Suzuki,atl,mia,1,0.0,3.0,4,0.0,1.0
435622,201800099,I.Desmond,col,atl,0,1.0,4.0,4,0.0,0.0
435622,201800755,I.Desmond,col,cin,0,2.0,4.0,4,0.0,0.0
435622,201801132,I.Desmond,col,mia,0,2.0,2.0,3,0.0,0.0
435622,201801200,I.Desmond,col,sfn,2,2.0,3.0,4,0.0,1.0
435622,201801242,I.Desmond,col,lan,1,2.0,3.0,4,0.0,1.0
435622,201801600,I.Desmond,col,sln,0,1.0,3.0,5,0.0,1.0
435622,201802398,I.Desmond,col,was,2,0.0,2.0,3,1.0,1.0
443558,201800253,N.Cruz,sea,hou,0,1.0,4.0,4,0.0,0.0
443558,201800310,N.Cruz,sea,tex,0,1.0,3.0,5,0.0,2.0
443558,201801097,N.Cruz,sea,nya,0,1.0,4.0,5,0.0,1.0
443558,201801262,N.Cruz,sea,ana,1,2.0,2.0,4,1.0,1.0
443558,201801292,N.Cruz,sea,ana,0,0.0,0.0,4,0.0,1.0
443558,201801368,N.Cruz,sea,ana,0,2.0,3.0,4,0.0,0.0
443558,201801448,N.Cruz,sea,cha,2,0.0,3.0,4,0.0,1.0
443558,201802341,N.Cruz,sea,oak,0,1.0,3.0,4,0.0,1.0
444432,201800578,M.Trumbo,bal,tba,0,0.0,2.0,4,0.0,2.0
444432,201800810,M.Trumbo,bal,was,0,0.0,2.0,4,0.0,2.0
444432,201800825,M.Trumbo,bal,was,0,1.0,2.0,3,0.0,0.0
444432,201801743,M.Trumbo,bal,bos,0,3.0,4.0,4,0.0,0.0
444432,201801806,M.Trumbo,bal,nyn,1,1.0,4.0,5,0.0,1.0
444482,201800122,D.Peralta,ari,sln,2,1.0,2.0,4,1.0,2.0
444482,201800498,D.Peralta,ari,hou,0,2.0,3.0,4,0.0,1.0
444482,201800751,D.Peralta,ari,oak,0,0.0,3.0,4,0.0,1.0
444482,201802000,D.Peralta,ari,lan,3,2.0,3.0,4,1.0,1.0
444489,201801628,M.Pina,mil,lan,0,0.0,0.0,1,0.0,1.0
444489,201802129,M.Pina,mil,sfn,0,1.0,3.0,3,0.0,0.0
444876,201800128,A.Escobar,kca,cle,0,0.0,4.0,4,0.0,0.0
444876,201800802,A.Escobar,kca,min,0,0.0,4.0,6,1.0,2.0
444876,201801468,A.Escobar,kca,min,0,0.0,3.0,4,0.0,0.0
444876,201801900,A.Escobar,kca,tba,0,0.0,2.0,3,0.0,1.0
444876,201802402,A.Escobar,kca,cle,1,0.0,2.0,5,0.0,3.0
445055,201800128,J.Jay,kca,cle,1,0.0,1.0,4,0.0,1.0
445055,201800802,J.Jay,kca,min,0,1.0,3.0,6,0.0,2.0
445055,201802000,J.Jay,ari,lan,0,0.0,1.0,1,0.0,0.0
445988,201801540,M.Prado,mia,was,0,1.0,4.0,4,0.0,0.0
445988,201802038,M.Prado,mia,tor,3,1.0,3.0,4,0.0,1.0
446263,201800128,L.Duda,kca,cle,0,2.0,3.0,4,0.0,1.0
446263,201801468,L.Duda,kca,min,1,0.0,2.0,4,0.0,1.0
446263,201801900,L.Duda,kca,tba,0,0.0,4.0,4,0.0,0.0
446263,201802278,L.Duda,atl,sln,0,0.0,1.0,1,0.0,0.0
446263,201802329,L.Duda,atl,phi,0,0.0,1.0,2,0.0,0.0
446308,201801540,M.Wieters,was,mia,2,0.0,4.0,5,0.0,1.0
446308,201801704,M.Wieters,was,atl,0,1.0,2.0,4,0.0,2.0
446308,201802017,M.Wieters,was,mil,0,1.0,2.0,3,0.0,1.0
446334,201801946,E.Longoria,sfn,tex,1,0.0,4.0,4,0.0,0.0
446334,201802129,E.Longoria,sfn,mil,0,0.0,3.0,4,0.0,1.0
446334,201802262,E.Longoria,sfn,sdn,0,2.0,4.0,5,0.0,1.0
446334,201802421,E.Longoria,sfn,lan,0,0.0,2.0,3,0.0,1.0
446359,201800148,Z.Cozart,ana,tex,0,0.0,4.0,5,0.0,1.0
446359,201800402,Z.Cozart,ana,nya,0,1.0,3.0,4,0.0,1.0
446359,201800547,Z.Cozart,ana,min,0,0.0,3.0,5,0.0,0.0
446359,201800780,Z.Cozart,ana,det,0,1.0,4.0,5,0.0,0.0
446386,201800465,B.Guyer,cle,nya,0,1.0,3.0,3,0.0,0.0
446386,201801449,B.Guyer,cle,tex,1,1.0,3.0,6,0.0,3.0
446386,201801729,B.Guyer,cle,cha,0,2.0,4.0,4,0.0,0.0
446386,201802105,B.Guyer,cle,tor,0,2.0,3.0,4,0.0,1.0
446386,201802283,B.Guyer,cle,cha,0,1.0,1.0,1,0.0,0.0
446481,201800798,S.Rodriguez,pit,chn,0,0.0,4.0,4,0.0,0.0
446481,201801676,S.Rodriguez,pit,sln,0,0.0,1.0,1,0.0,0.0
448179,201802000,R.Hill,lan,ari,0,1.0,1.0,1,0.0,0.0
448179,201802421,R.Hill,lan,sfn,0,1.0,4.0,4,0.0,0.0
448602,201800764,M.Reynolds,was,mia,1,1.0,3.0,4,1.0,1.0
448602,201800810,M.Reynolds,was,bal,1,1.0,2.0,4,1.0,2.0
448602,201800825,M.Reynolds,was,bal,0,0.0,4.0,4,0.0,0.0
448602,201800915,M.Reynolds,was,tba,0,2.0,3.0,5,0.0,1.0
448602,201801540,M.Reynolds,was,mia,0,0.0,1.0,5,0.0,1.0
448602,201801704,M.Reynolds,was,atl,0,0.0,1.0,1,0.0,0.0
448602,201802398,M.Reynolds,was,col,0,2.0,3.0,4,0.0,1.0
448801,201800177,C.Davis,bal,tor,1,1.0,2.0,4,0.0,2.0
448801,201800213,C.Davis,bal,bos,0,3.0,4.0,4,0.0,0.0
448801,201800578,C.Davis,bal,tba,0,0.0,4.0,4,0.0,0.0
448801,201800810,C.Davis,bal,was,0,2.0,4.0,4,0.0,0.0
448801,201800825,C.Davis,bal,was,0,1.0,2.0,3,0.0,1.0
448801,201801743,C.Davis,bal,bos,0,3.0,3.0,3,0.0,0.0
448801,201801806,C.Davis,bal,nyn,0,2.0,2.0,3,0.0,1.0
448801,201801880,C.Davis,bal,tor,0,4.0,4.0,4,0.0,0.0
448801,201802026,C.Davis,bal,kca,0,2.0,3.0,4,0.0,1.0
448801,201802250,C.Davis,bal,tor,0,1.0,3.0,3,0.0,0.0
450314,201800798,B.Zobrist,chn,pit,2,1.0,3.0,6,1.0,2.0
450314,201801572,B.Zobrist,chn,sln,1,1.0,1.0,5,1.0,4.0
450314,201801966,B.Zobrist,chn,nyn,1,0.0,3.0,5,0.0,2.0
450314,201801978,B.Zobrist,chn,nyn,0,0.0,1.0,3,0.0,2.0
451192,201801775,J.Adduci,det,cha,0,0.0,3.0,4,0.0,1.0
451192,201801909,J.Adduci,det,cha,2,0.0,2.0,4,0.0,2.0
451192,201801919,J.Adduci,det,cha,0,0.0,2.0,3,0.0,0.0
451594,201800122,D.Fowler,sln,ari,0,0.0,4.0,4,0.0,0.0
451594,201800940,D.Fowler,sln,cin,0,0.0,2.0,3,0.0,0.0
451594,201801572,D.Fowler,sln,chn,0,1.0,3.0,3,0.0,0.0
451594,201801600,D.Fowler,sln,col,0,0.0,1.0,3,0.0,0.0
452095,201801704,T.Flowers,atl,was,2,0.0,1.0,4,1.0,3.0
452095,201802278,T.Flowers,atl,sln,1,1.0,2.0,4,1.0,2.0
452095,201802329,T.Flowers,atl,phi,0,2.0,3.0,3,0.0,0.0
452104,201800133,C.Headley,sdn,hou,0,1.0,1.0,4,0.0,1.0
452254,201801200,H.Pence,sfn,col,0,1.0,1.0,1,0.0,0.0
452254,201801946,H.Pence,sfn,tex,1,0.0,0.0,1,1.0,1.0
452254,201802129,H.Pence,sfn,mil,0,2.0,3.0,4,0.0,1.0
452254,201802262,H.Pence,sfn,sdn,3,0.0,2.0,4,1.0,2.0
452254,201802421,H.Pence,sfn,lan,0,3.0,4.0,4,0.0,0.0
452655,201800073,D.Span,tba,nya,2,1.0,1.0,2,0.0,1.0
452655,201800578,D.Span,tba,bal,0,1.0,3.0,3,0.0,0.0
452655,201801097,D.Span,sea,nya,2,1.0,3.0,4,0.0,1.0
452655,201801262,D.Span,sea,ana,0,1.0,3.0,4,0.0,1.0
452655,201801292,D.Span,sea,ana,0,0.0,3.0,4,0.0,1.0
452655,201801368,D.Span,sea,ana,0,0.0,3.0,4,0.0,0.0
452655,201801448,D.Span,sea,cha,0,0.0,3.0,4,0.0,1.0
452655,201802341,D.Span,sea,oak,0,2.0,4.0,4,0.0,0.0
452657,201800798,J.Lester,chn,pit,1,0.0,1.0,3,0.0,2.0
452657,201801966,J.Lester,chn,nyn,2,1.0,1.0,2,0.0,1.0
452678,201801002,A.Cabrera,nyn,atl,0,0.0,1.0,1,0.0,0.0
452678,201801382,A.Cabrera,nyn,phi,0,0.0,0.0,1,0.0,0.0
452678,201802329,A.Cabrera,phi,atl,0,0.0,0.0,1,0.0,0.0
453568,201800099,C.Blackmon,col,atl,0,0.0,3.0,4,0.0,0.0
453568,201800755,C.Blackmon,col,cin,1,0.0,2.0,5,0.0,2.0
453568,201801132,C.Blackmon,col,mia,0,1.0,3.0,4,0.0,1.0
453568,201801200,C.Blackmon,col,sfn,0,0.0,6.0,6,0.0,0.0
453568,201801242,C.Blackmon,col,lan,0,0.0,1.0,1,0.0,0.0
453568,201801600,C.Blackmon,col,sln,2,1.0,4.0,5,1.0,1.0
453568,201802398,C.Blackmon,col,was,1,0.0,3.0,4,1.0,1.0
453923,201802129,G.Blanco,sfn,mil,0,0.0,1.0,3,0.0,1.0
453923,201802262,G.Blanco,sfn,sdn,0,0.0,1.0,1,0.0,0.0
453923,201802421,G.Blanco,sfn,lan,0,1.0,3.0,3,0.0,0.0
453943,201801002,T.Frazier,nyn,atl,0,3.0,4.0,4,0.0,0.0
453943,201801806,T.Frazier,nyn,bal,4,0.0,3.0,6,1.0,3.0
453943,201801966,T.Frazier,nyn,chn,0,0.0,4.0,4,0.0,0.0
453943,201801978,T.Frazier,nyn,chn,0,3.0,3.0,5,0.0,1.0
453943,201802422,T.Frazier,nyn,mia,1,1.0,2.0,3,0.0,1.0
454560,201800886,A.Ellis,sdn,atl,0,0.0,1.0,3,0.0,1.0
454560,201802262,A.Ellis,sdn,sfn,0,0.0,0.0,1,0.0,0.0
455104,201800099,C.Iannetta,col,atl,0,1.0,2.0,4,0.0,2.0
455104,201800755,C.Iannetta,col,cin,0,0.0,1.0,4,0.0,2.0
455104,201801200,C.Iannetta,col,sfn,0,0.0,0.0,2,0.0,2.0
455104,201802398,C.Iannetta,col,was,1,1.0,1.0,3,1.0,2.0
455117,201800148,M.Maldonado,ana,tex,2,1.0,2.0,5,0.0,3.0
455117,201800547,M.Maldonado,ana,min,1,1.0,2.0,4,0.0,2.0
455117,201800780,M.Maldonado,ana,det,0,1.0,3.0,3,0.0,0.0
455117,201801262,M.Maldonado,ana,sea,0,0.0,2.0,3,0.0,1.0
455117,201801292,M.Maldonado,ana,sea,0,0.0,0.0,3,0.0,2.0
455117,201801368,M.Maldonado,ana,sea,0,0.0,3.0,4,0.0,1.0
455117,201802076,M.Maldonado,hou,min,0,1.0,3.0,3,0.0,0.0
455139,201800148,R.Chirinos,tex,ana,0,2.0,3.0,4,0.0,1.0
455139,201801124,R.Chirinos,tex,min,0,0.0,2.0,4,0.0,2.0
455139,201801139,R.Chirinos,tex,min,3,1.0,2.0,4,1.0,1.0
455139,201801449,R.Chirinos,tex,cle,2,2.0,3.0,6,1.0,2.0
455139,201801946,R.Chirinos,tex,sfn,0,0.0,2.0,4,0.0,1.0
455759,201800148,C.Young,ana,tex,1,1.0,3.0,5,0.0,2.0
455759,201800402,C.Young,ana,nya,0,1.0,3.0,4,0.0,0.0
455759,201800780,C.Young,ana,det,0,0.0,0.0,2,0.0,1.0
455976,201800099,N.Markakis,atl,col,0,0.0,3.0,5,0.0,1.0
455976,201800886,N.Markakis,atl,sdn,3,1.0,3.0,5,1.0,2.0
455976,201801002,N.Markakis,atl,nyn,0,0.0,4.0,4,0.0,0.0
455976,201801704,N.Markakis,atl,was,0,0.0,3.0,4,0.0,1.0
455976,201801790,N.Markakis,atl,mia,0,0.0,4.0,5,0.0,1.0
455976,201802278,N.Markakis,atl,sln,2,1.0,4.0,4,0.0,0.0
455976,201802329,N.Markakis,atl,phi,0,0.0,1.0,1,0.0,0.0
456078,201800524,W.Castillo,cha,pit,3,1.0,2.0,4,2.0,2.0
456078,201802226,W.Castillo,cha,bal,0,1.0,2.0,4,0.0,2.0
456124,201800857,E.Kratz,mil,cha,1,0.0,2.0,4,1.0,2.0
456124,201801604,E.Kratz,mil,lan,0,0.0,3.0,3,0.0,0.0
456124,201801628,E.Kratz,mil,lan,0,0.0,4.0,4,0.0,0.0
456124,201801848,E.Kratz,mil,sln,0,1.0,4.0,4,0.0,0.0
456124,201802017,E.Kratz,mil,was,1,1.0,2.0,3,1.0,1.0
456488,201801743,E.Nunez,bos,bal,2,0.0,3.0,4,1.0,1.0
456488,201801933,E.Nunez,bos,tba,0,1.0,1.0,3,0.0,2.0
456665,201800177,S.Pearce,tor,bal,0,0.0,3.0,4,0.0,0.0
456665,201801196,S.Pearce,tor,hou,0,1.0,2.0,3,0.0,0.0
456665,201801933,S.Pearce,bos,tba,0,0.0,4.0,4,0.0,0.0
456701,201800783,H.Bailey,cin,ari,0,0.0,2.0,3,0.0,1.0
456715,201800857,L.Cain,mil,cha,1,2.0,3.0,4,1.0,1.0
456715,201801604,L.Cain,mil,lan,1,0.0,3.0,4,0.0,1.0
456715,201801628,L.Cain,mil,lan,0,0.0,2.0,3,0.0,1.0
456715,201801848,L.Cain,mil,sln,0,0.0,2.0,4,0.0,1.0
456715,201802017,L.Cain,mil,was,0,1.0,4.0,4,0.0,0.0
456715,201802129,L.Cain,mil,sfn,0,1.0,4.0,4,0.0,0.0
457705,201801200,A.McCutchen,sfn,col,1,2.0,2.0,5,0.0,2.0
457705,201801946,A.McCutchen,sfn,tex,0,1.0,3.0,4,0.0,1.0
457706,201801806,A.Jackson,nyn,bal,0,1.0,2.0,6,0.0,2.0
457706,201801966,A.Jackson,nyn,chn,1,2.0,3.0,5,0.0,2.0
457706,201801978,A.Jackson,nyn,chn,0,0.0,2.0,5,0.0,0.0
457706,201802422,A.Jackson,nyn,mia,0,3.0,3.0,3,0.0,0.0
457708,201800148,J.Upton,ana,tex,1,0.0,1.0,5,0.0,1.0
457708,201800402,J.Upton,ana,nya,0,0.0,3.0,4,0.0,1.0
457708,201800547,J.Upton,ana,min,1,0.0,3.0,4,1.0,1.0
457708,201800780,J.Upton,ana,det,0,2.0,3.0,5,0.0,1.0
457708,201801262,J.Upton,ana,sea,0,2.0,4.0,4,0.0,0.0
457708,201801292,J.Upton,ana,sea,0,1.0,2.0,4,0.0,0.0
457708,201801306,J.Upton,ana,lan,1,2.0,3.0,4,0.0,0.0
457708,201801368,J.Upton,ana,sea,1,1.0,3.0,5,0.0,1.0
457727,201800115,C.Maybin,mia,phi,0,2.0,2.0,3,0.0,1.0
457727,201800764,C.Maybin,mia,was,0,0.0,0.0,1,0.0,1.0
457727,201801132,C.Maybin,mia,col,0,1.0,5.0,5,0.0,0.0
457727,201801540,C.Maybin,mia,was,1,0.0,2.0,4,0.0,2.0
457759,201801242,J.Turner,lan,col,0,1.0,3.0,4,0.0,0.0
457759,201801306,J.Turner,lan,ana,0,2.0,3.0,4,0.0,0.0
457759,201801628,J.Turner,lan,mil,2,0.0,1.0,4,1.0,1.0
457759,201801876,J.Turner,lan,sln,0,1.0,2.0,5,0.0,2.0
457759,201802000,J.Turner,lan,ari,0,1.0,2.0,4,0.0,1.0
457759,201802188,J.Turner,lan,sln,1,2.0,4.0,5,0.0,1.0
457759,201802421,J.Turner,lan,sfn,1,0.0,1.0,3,0.0,1.0
457763,201801200,B.Posey,sfn,col,0,0.0,0.0,1,0.0,1.0
457803,201801002,J.Bruce,nyn,atl,0,0.0,3.0,4,0.0,0.0
457803,201801966,J.Bruce,nyn,chn,0,0.0,0.0,1,0.0,1.0
457803,201801978,J.Bruce,nyn,chn,0,1.0,4.0,5,0.0,0.0
457803,201802422,J.Bruce,nyn,mia,0,0.0,2.0,3,0.0,0.0
458015,201800050,J.Votto,cin,was,0,0.0,2.0,4,0.0,1.0
458015,201800755,J.Votto,cin,col,1,0.0,3.0,5,0.0,1.0
458015,201800783,J.Votto,cin,ari,0,0.0,4.0,5,0.0,1.0
458015,201800940,J.Votto,cin,sln,2,0.0,2.0,5,0.0,2.0
458015,201801077,J.Votto,cin,det,4,1.0,2.0,5,1.0,1.0
458731,201800073,B.Gardner,nya,tba,1,1.0,3.0,5,0.0,2.0
458731,201800402,B.Gardner,nya,ana,0,1.0,4.0,4,0.0,0.0
458731,201800465,B.Gardner,nya,cle,0,0.0,2.0,5,0.0,1.0
458731,201801436,B.Gardner,nya,cle,0,0.0,3.0,4,0.0,1.0
458731,201801510,B.Gardner,nya,tba,0,1.0,3.0,4,0.0,1.0
459964,201800193,M.Joyce,oak,sea,0,0.0,1.0,5,0.0,1.0
459964,201800534,M.Joyce,oak,hou,0,1.0,2.0,4,0.0,1.0
459964,201800751,M.Joyce,oak,ari,1,0.0,3.0,4,1.0,1.0
459964,201800833,M.Joyce,oak,tba,2,2.0,4.0,5,1.0,1.0
459964,201802341,M.Joyce,oak,sea,0,0.0,0.0,1,0.0,1.0
460026,201801200,N.Hundley,sfn,col,0,2.0,4.0,5,0.0,0.0
460026,201801946,N.Hundley,sfn,tex,0,0.0,1.0,4,0.0,1.0
460026,201802262,N.Hundley,sfn,sdn,0,1.0,2.0,4,0.0,1.0
460026,201802421,N.Hundley,sfn,lan,0,2.0,3.0,3,0.0,0.0
460075,201800857,R.Braun,mil,cha,0,2.0,4.0,4,0.0,0.0
