ab_id,pitcher,batter,inning,o,event,g_id,p_score,p_throws,pitcher_id,batter_id,stand,top,pitcher_team,batter_team,season,strikeout,homerun,hit,out,b_score_start,b_score_end
2018003881,S.Romano,M.Taylor,4,2,Grounded Into DP,201800050,0,R,607219,572191,R,True,CIN,WAS,2018,False,False,False,True,2,2
2018003882,S.Romano,M.Montero,4,2,Intent Walk,201800050,0,R,607219,471083,L,True,CIN,WAS,2018,False,False,False,False,2,2
2018003883,S.Romano,G.Gonzalez,4,3,Forceout,201800050,0,R,607219,461829,R,True,CIN,WAS,2018,False,False,False,True,2,2
2018003884,G.Gonzalez,J.Votto,4,1,Groundout,201800050,2,L,461829,458015,L,False,WAS,CIN,2018,False,False,False,True,0,0
2018003885,G.Gonzalez,A.Duvall,4,2,Strikeout,201800050,2,L,461829,594807,R,False,WAS,CIN,2018,True,False,False,True,0,0
2018003886,G.Gonzalez,S.Gennett,4,2,Double,201800050,2,L,461829,571697,L,False,WAS,CIN,2018,False,False,True,False,0,0
2018003887,G.Gonzalez,D.Mesoraco,4,3,Groundout,201800050,2,L,461829,519023,R,False,WAS,CIN,2018,False,False,False,True,0,0
2018003888,S.Romano,W.Difo,5,1,Groundout,201800050,0,R,607219,594694,L,True,CIN,WAS,2018,False,False,False,True,2,2
2018003889,S.Romano,A.Eaton,5,2,Groundout,201800050,0,R,607219,594809,L,True,CIN,WAS,2018,False,False,False,True,2,2
2018003890,S.Romano,A.Rendon,5,3,Flyout,201800050,0,R,607219,543685,R,True,CIN,WAS,2018,False,False,False,True,2,2
2018003891,G.Gonzalez,S.Schebler,5,1,Pop Out,201800050,2,L,461829,594988,L,False,WAS,CIN,2018,False,False,False,True,0,0
2018003892,G.Gonzalez,J.Peraza,5,2,Flyout,201800050,2,L,461829,606299,R,False,WAS,CIN,2018,False,False,False,True,0,0
2018003893,G.Gonzalez,S.Romano,5,3,Strikeout,201800050,2,L,461829,607219,L,False,WAS,CIN,2018,True,False,False,True,0,0
2018003894,S.Romano,B.Harper,6,0,Home Run,201800050,0,R,607219,547180,L,True,CIN,WAS,2018,False,True,True,False,2,3
2018003895,S.Romano,R.Zimmerman,6,1,Groundout,201800050,0,R,607219,475582,R,True,CIN,WAS,2018,False,False,False,True,3,3
2018003896,S.Romano,T.Turner,6,2,Groundout,201800050,0,R,607219,607208,R,True,CIN,WAS,2018,False,False,False,True,3,3
2018003897,S.Romano,M.Taylor,6,2,Walk,201800050,0,R,607219,572191,R,True,CIN,WAS,2018,False,False,False,False,3,3
2018003898,S.Romano,M.Montero,6,3,Groundout,201800050,0,R,607219,471083,L,True,CIN,WAS,2018,False,False,False,True,3,3
2018003899,G.Gonzalez,B.Hamilton,6,1,Flyout,201800050,3,L,461829,571740,R,False,WAS,CIN,2018,False,False,False,True,0,0
2018003900,G.Gonzalez,E.Suarez,6,1,Walk,201800050,3,L,461829,553993,R,False,WAS,CIN,2018,False,False,False,False,0,0
2018003901,G.Gonzalez,J.Votto,6,2,Groundout,201800050,3,L,461829,458015,L,False,WAS,CIN,2018,False,False,False,True,0,0
2018003902,G.Gonzalez,A.Duvall,6,2,Double,201800050,3,L,461829,594807,R,False,WAS,CIN,2018,False,False,True,False,0,1
2018003903,G.Gonzalez,S.Gennett,6,3,Pop Out,201800050,3,L,461829,571697,L,False,WAS,CIN,2018,False,False,False,True,1,1
2018003904,Y.Gallardo,G.Gonzalez,7,1,Strikeout,201800050,1,R,451596,461829,R,True,CIN,WAS,2018,True,False,False,True,3,3
2018003905,Y.Gallardo,W.Difo,7,1,Single,201800050,1,R,451596,594694,L,True,CIN,WAS,2018,False,False,True,False,3,3
2018003906,Y.Gallardo,A.Eaton,7,1,Home Run,201800050,1,R,451596,594809,L,True,CIN,WAS,2018,False,True,True,False,3,5
2018003907,Y.Gallardo,A.Rendon,7,2,Flyout,201800050,1,R,451596,543685,R,True,CIN,WAS,2018,False,False,False,True,5,5
2018003908,Y.Gallardo,B.Harper,7,2,Walk,201800050,1,R,451596,547180,L,True,CIN,WAS,2018,False,False,False,False,5,5
2018003909,Y.Gallardo,R.Zimmerman,7,2,Single,201800050,1,R,451596,475582,R,True,CIN,WAS,2018,False,False,True,False,5,5
2018003910,Y.Gallardo,T.Turner,7,3,Lineout,201800050,1,R,451596,607208,R,True,CIN,WAS,2018,False,False,False,True,5,5
2018003911,G.Gonzalez,D.Mesoraco,7,0,Single,201800050,5,L,461829,519023,R,False,WAS,CIN,2018,False,False,True,False,1,1
2018003912,M.Grace,S.Schebler,7,1,Lineout,201800050,5,L,594840,594988,L,False,WAS,CIN,2018,False,False,False,True,1,1
2018003913,M.Grace,J.Peraza,7,3,Grounded Into DP,201800050,5,L,594840,606299,R,False,WAS,CIN,2018,False,False,False,True,1,1
2018003914,W.Peralta,M.Taylor,8,1,Strikeout,201800050,1,L,593974,572191,R,True,CIN,WAS,2018,True,False,False,True,5,5
2018003915,W.Peralta,M.Montero,8,2,Groundout,201800050,1,L,593974,471083,L,True,CIN,WAS,2018,False,False,False,True,5,5
2018003916,W.Peralta,B.Goodwin,8,2,Hit By Pitch,201800050,1,L,593974,571718,L,True,CIN,WAS,2018,False,False,False,False,5,5
2018003917,W.Peralta,W.Difo,8,2,Walk,201800050,1,L,593974,594694,R,True,CIN,WAS,2018,False,False,False,False,5,5
2018003918,W.Peralta,A.Eaton,8,3,Lineout,201800050,1,L,593974,594809,L,True,CIN,WAS,2018,False,False,False,True,5,5
2018003919,S.Solis,P.Gosselin,8,0,Walk,201800050,5,L,519301,594838,R,False,WAS,CIN,2018,False,False,False,False,1,1
2018003920,S.Solis,B.Hamilton,8,0,Double,201800050,5,L,519301,571740,R,False,WAS,CIN,2018,False,False,True,False,1,2
2018003921,S.Solis,E.Suarez,8,0,Walk,201800050,5,L,519301,553993,R,False,WAS,CIN,2018,False,False,False,False,2,2
2018003922,S.Solis,J.Votto,8,0,Hit By Pitch,201800050,5,L,519301,458015,L,False,WAS,CIN,2018,False,False,False,False,2,2
2018003923,R.Madson,A.Duvall,8,2,Grounded Into DP,201800050,5,R,425492,594807,R,False,WAS,CIN,2018,False,False,False,True,2,3
2018003924,R.Madson,S.Gennett,8,3,Lineout,201800050,5,R,425492,571697,L,False,WAS,CIN,2018,False,False,False,True,3,3
2018003925,R.Iglesias,A.Rendon,9,1,Flyout,201800050,3,R,628452,543685,R,True,CIN,WAS,2018,False,False,False,True,5,5
2018003926,R.Iglesias,B.Harper,9,1,Home Run,201800050,3,R,628452,547180,L,True,CIN,WAS,2018,False,True,True,False,5,6
2018003927,R.Iglesias,R.Zimmerman,9,2,Strikeout,201800050,3,R,628452,475582,R,True,CIN,WAS,2018,True,False,False,True,6,6
2018003928,R.Iglesias,T.Turner,9,3,Strikeout,201800050,3,R,628452,607208,R,True,CIN,WAS,2018,True,False,False,True,6,6
2018003929,S.Doolittle,D.Mesoraco,9,1,Pop Out,201800050,6,L,448281,519023,R,False,WAS,CIN,2018,False,False,False,True,3,3
2018003930,S.Doolittle,S.Schebler,9,1,Hit By Pitch,201800050,6,L,448281,594988,L,False,WAS,CIN,2018,False,False,False,False,3,3
2018003931,S.Doolittle,J.Peraza,9,2,Pop Out,201800050,6,L,448281,606299,R,False,WAS,CIN,2018,False,False,False,True,3,3
2018003932,S.Doolittle,P.Gosselin,9,2,Home Run,201800050,6,L,448281,594838,R,False,WAS,CIN,2018,False,True,True,False,3,5
2018003933,S.Doolittle,B.Hamilton,9,3,Strikeout,201800050,6,L,448281,571740,R,False,WAS,CIN,2018,True,False,False,True,5,5
2018005663,J.Montgomery,M.Duffy,1,1,Pop Out,201800073,0,L,656756,622110,R,True,NYA,TBA,2018,False,False,False,True,0,0
2018005664,J.Montgomery,K.Kiermaier,1,2,Groundout,201800073,0,L,656756,595281,L,True,NYA,TBA,2018,False,False,False,True,0,0
2018005665,J.Montgomery,C.Gomez,1,3,Strikeout,201800073,0,L,656756,460576,R,True,NYA,TBA,2018,True,False,False,True,0,0
2018005666,C.Archer,B.Gardner,1,1,Groundout,201800073,0,R,502042,458731,L,False,TBA,NYA,2018,False,False,False,True,0,0
2018005667,C.Archer,A.Judge,1,2,Strikeout,201800073,0,R,502042,592450,R,False,TBA,NYA,2018,True,False,False,True,0,0
2018005668,C.Archer,G.Stanton,1,3,Strikeout,201800073,0,R,502042,519317,R,False,TBA,NYA,2018,True,False,False,True,0,0
2018005669,J.Montgomery,C.Cron,2,1,Lineout,201800073,0,L,656756,543068,R,True,NYA,TBA,2018,False,False,False,True,0,0
2018005670,J.Montgomery,W.Ramos,2,2,Groundout,201800073,0,L,656756,467092,R,True,NYA,TBA,2018,False,False,False,True,0,0
2018005671,J.Montgomery,A.Hechavarria,2,3,Pop Out,201800073,0,L,656756,588751,R,True,NYA,TBA,2018,False,False,False,True,0,0
2018005672,C.Archer,D.Gregorius,2,0,Double,201800073,0,R,502042,544369,L,False,TBA,NYA,2018,False,False,True,False,0,0
2018005673,C.Archer,G.Sanchez,2,1,Pop Out,201800073,0,R,502042,596142,R,False,TBA,NYA,2018,False,False,False,True,0,0
2018005674,C.Archer,N.Walker,2,1,Walk,201800073,0,R,502042,435522,L,False,TBA,NYA,2018,False,False,False,False,0,0
2018005675,C.Archer,B.Drury,2,2,Lineout,201800073,0,R,502042,592273,R,False,TBA,NYA,2018,False,False,False,True,0,0
2018005676,C.Archer,T.Wade,2,2,Single,201800073,0,R,502042,642180,L,False,TBA,NYA,2018,False,False,True,False,0,1
2018005677,C.Archer,T.Austin,2,3,Strikeout,201800073,0,R,502042,592122,R,False,TBA,NYA,2018,True,False,False,True,1,1
2018005678,J.Montgomery,J.Sucre,3,0,Single,201800073,1,L,656756,491696,R,True,NYA,TBA,2018,False,False,True,False,0,0
2018005679,J.Montgomery,D.Robertson,3,0,Walk,201800073,1,L,656756,621002,R,True,NYA,TBA,2018,False,False,False,False,0,0
2018005680,J.Montgomery,R.Refsnyder,3,1,Forceout,201800073,1,L,656756,608701,R,True,NYA,TBA,2018,False,False,False,True,0,0
2018005681,J.Montgomery,M.Duffy,3,1,Field Error,201800073,1,L,656756,622110,R,True,NYA,TBA,2018,False,False,False,False,0,1
2018005682,J.Montgomery,K.Kiermaier,3,3,Double Play,201800073,1,L,656756,595281,L,True,NYA,TBA,2018,False,False,False,True,1,1
2018005683,C.Archer,B.Gardner,3,0,Single,201800073,1,R,502042,458731,L,False,TBA,NYA,2018,False,False,True,False,1,1
2018005684,C.Archer,A.Judge,3,0,Single,201800073,1,R,502042,592450,R,False,TBA,NYA,2018,False,False,True,False,1,1
2018005685,C.Archer,G.Stanton,3,1,Strikeout,201800073,1,R,502042,519317,R,False,TBA,NYA,2018,True,False,False,True,1,1
2018005686,C.Archer,D.Gregorius,3,1,Home Run,201800073,1,R,502042,544369,L,False,TBA,NYA,2018,False,True,True,False,1,4
2018005687,C.Archer,G.Sanchez,3,2,Flyout,201800073,1,R,502042,596142,R,False,TBA,NYA,2018,False,False,False,True,4,4
2018005688,C.Archer,N.Walker,3,2,Single,201800073,1,R,502042,435522,L,False,TBA,NYA,2018,False,False,True,False,4,4
2018005689,C.Archer,B.Drury,3,3,Forceout,201800073,1,R,502042,592273,R,False,TBA,NYA,2018,False,False,False,True,4,4
2018005690,J.Montgomery,C.Gomez,4,0,Walk,201800073,4,L,656756,460576,R,True,NYA,TBA,2018,False,False,False,False,1,1
2018005691,J.Montgomery,C.Cron,4,1,Strikeout,201800073,4,L,656756,543068,R,True,NYA,TBA,2018,True,False,False,True,1,1
2018005692,J.Montgomery,W.Ramos,4,2,Strikeout,201800073,4,L,656756,467092,R,True,NYA,TBA,2018,True,False,False,True,1,1
2018005693,J.Montgomery,A.Hechavarria,4,2,Single,201800073,4,L,656756,588751,R,True,NYA,TBA,2018,False,False,True,False,1,1
2018005694,J.Montgomery,J.Sucre,4,3,Forceout,201800073,4,L,656756,491696,R,True,NYA,TBA,2018,False,False,False,True,1,1
2018005695,C.Archer,T.Wade,4,1,Strikeout,201800073,1,R,502042,642180,L,False,TBA,NYA,2018,True,False,False,True,4,4
2018005696,C.Archer,T.Austin,4,2,Strikeout,201800073,1,R,502042,592122,R,False,TBA,NYA,2018,True,False,False,True,4,4
2018005697,C.Archer,B.Gardner,4,3,Strikeout,201800073,1,R,502042,458731,L,False,TBA,NYA,2018,True,False,False,True,4,4
2018005698,J.Montgomery,D.Robertson,5,0,Walk,201800073,4,L,656756,621002,R,True,NYA,TBA,2018,False,False,False,False,1,1
2018005699,J.Montgomery,R.Refsnyder,5,0,Walk,201800073,4,L,656756,608701,R,True,NYA,TBA,2018,False,False,False,False,1,1
2018005700,J.Montgomery,M.Duffy,5,2,Grounded Into DP,201800073,4,L,656756,622110,R,True,NYA,TBA,2018,False,False,False,True,1,1
2018005701,J.Montgomery,K.Kiermaier,5,3,Strikeout,201800073,4,L,656756,595281,L,True,NYA,TBA,2018,True,False,False,True,1,1
2018005702,C.Archer,A.Judge,5,0,Walk,201800073,1,R,502042,592450,R,False,TBA,NYA,2018,False,False,False,False,4,4
2018005703,C.Archer,G.Stanton,5,1,Strikeout,201800073,1,R,502042,519317,R,False,TBA,NYA,2018,True,False,False,True,4,4
2018005704,C.Archer,D.Gregorius,5,1,Walk,201800073,1,R,502042,544369,L,False,TBA,NYA,2018,False,False,False,False,4,4
2018005705,C.Archer,G.Sanchez,5,3,Grounded Into DP,201800073,1,R,502042,596142,R,False,TBA,NYA,2018,False,False,False,True,4,4
2018005706,J.Holder,C.Gomez,6,1,Strikeout,201800073,4,R,656547,460576,R,True,NYA,TBA,2018,True,False,False,True,1,1
2018005707,J.Holder,C.Cron,6,1,Double,201800073,4,R,656547,543068,R,True,NYA,TBA,2018,False,False,True,False,1,1
2018005708,J.Holder,W.Ramos,6,1,Single,201800073,4,R,656547,467092,R,True,NYA,TBA,2018,False,False,True,False,1,1
2018005709,J.Holder,A.Hechavarria,6,1,Single,201800073,4,R,656547,588751,R,True,NYA,TBA,2018,False,False,True,False,1,2
2018005710,J.Holder,J.Sucre,6,1,Single,201800073,4,R,656547,491696,R,True,NYA,TBA,2018,False,False,True,False,2,2
2018005711,T.Kahnle,B.Miller,6,2,Strikeout,201800073,4,R,592454,543543,L,True,NYA,TBA,2018,True,False,False,True,2,2
2018005712,T.Kahnle,D.Span,6,2,Double,201800073,4,R,592454,452655,L,True,NYA,TBA,2018,False,False,True,False,2,4
2018005713,T.Kahnle,M.Duffy,6,3,Groundout,201800073,4,R,592454,622110,R,True,NYA,TBA,2018,False,False,False,True,4,4
2018005714,A.Pruitt,N.Walker,6,1,Strikeout,201800073,4,R,643493,435522,L,False,TBA,NYA,2018,True,False,False,True,4,4
2018005715,A.Pruitt,B.Drury,6,2,Strikeout,201800073,4,R,643493,592273,R,False,TBA,NYA,2018,True,False,False,True,4,4
2018005716,A.Pruitt,T.Wade,6,3,Flyout,201800073,4,R,643493,642180,L,False,TBA,NYA,2018,False,False,False,True,4,4
2018005717,T.Kahnle,K.Kiermaier,7,1,Strikeout,201800073,4,R,592454,595281,L,True,NYA,TBA,2018,True,False,False,True,4,4
2018005718,T.Kahnle,C.Gomez,7,2,Strikeout,201800073,4,R,592454,460576,R,True,NYA,TBA,2018,True,False,False,True,4,4
2018005719,T.Kahnle,C.Cron,7,3,Strikeout,201800073,4,R,592454,543068,R,True,NYA,TBA,2018,True,False,False,True,4,4
2018005720,A.Pruitt,T.Austin,7,0,Double,201800073,4,R,643493,592122,R,False,TBA,NYA,2018,False,False,True,False,4,4
2018005721,A.Pruitt,B.Gardner,7,0,Sac Bunt,201800073,4,R,643493,458731,L,False,TBA,NYA,2018,False,False,False,True,4,5
2018005722,A.Pruitt,A.Judge,7,0,Single,201800073,4,R,643493,592450,R,False,TBA,NYA,2018,False,False,True,False,5,5
2018005723,A.Pruitt,G.Stanton,7,1,Strikeout,201800073,4,R,643493,519317,R,False,TBA,NYA,2018,True,False,False,True,5,5
2018005724,A.Pruitt,D.Gregorius,7,1,Home Run,201800073,4,R,643493,544369,L,False,TBA,NYA,2018,False,True,True,False,5,8
2018005725,A.Pruitt,G.Sanchez,7,2,Flyout,201800073,4,R,643493,596142,R,False,TBA,NYA,2018,False,False,False,True,8,8
2018005726,A.Pruitt,N.Walker,7,3,Strikeout,201800073,4,R,643493,435522,L,False,TBA,NYA,2018,True,False,False,True,8,8
2018005727,D.Robertson,W.Ramos,8,1,Groundout,201800073,8,R,502085,467092,R,True,NYA,TBA,2018,False,False,False,True,4,4
2018005728,D.Robertson,A.Hechavarria,8,2,Flyout,201800073,8,R,502085,588751,R,True,NYA,TBA,2018,False,False,False,True,4,4
2018005729,D.Robertson,J.Sucre,8,3,Pop Out,201800073,8,R,502085,491696,R,True,NYA,TBA,2018,False,False,False,True,4,4
2018005730,A.Pruitt,B.Drury,8,1,Flyout,201800073,4,R,643493,592273,R,False,TBA,NYA,2018,False,False,False,True,8,8
2018005731,A.Pruitt,T.Wade,8,1,Walk,201800073,4,R,643493,642180,L,False,TBA,NYA,2018,False,False,False,False,8,8
2018005732,A.Pruitt,T.Austin,8,1,Walk,201800073,4,R,643493,592122,R,False,TBA,NYA,2018,False,False,False,False,8,8
2018005733,S.Romo,B.Gardner,8,1,Single,201800073,4,R,489265,458731,L,False,TBA,NYA,2018,False,False,True,False,8,8
2018005734,S.Romo,A.Judge,8,1,Walk,201800073,4,R,489265,592450,R,False,TBA,NYA,2018,False,False,False,False,8,9
2018005735,S.Romo,G.Stanton,8,2,Strikeout,201800073,4,R,489265,519317,R,False,TBA,NYA,2018,True,False,False,True,9,9
2018005736,S.Romo,D.Gregorius,8,2,Single,201800073,4,R,489265,544369,L,False,TBA,NYA,2018,False,False,True,False,9,11
2018005737,S.Romo,G.Sanchez,8,3,Strikeout,201800073,4,R,489265,596142,R,False,TBA,NYA,2018,True,False,False,True,11,11
2018005738,C.Shreve,B.Miller,9,1,Strikeout,201800073,11,L,592741,543543,L,True,NYA,TBA,2018,True,False,False,True,4,4
2018005739,C.Shreve,D.Span,9,2,Strikeout,201800073,11,L,592741,452655,L,True,NYA,TBA,2018,True,False,False,True,4,4
2018005740,C.Shreve,M.Duffy,9,3,Flyout,201800073,11,L,592741,622110,R,True,NYA,TBA,2018,False,False,False,True,4,4
2018007651,G.Marquez,E.Inciarte,1,1,Groundout,201800099,0,R,608566,542255,L,True,COL,ATL,2018,False,False,False,True,0,0
2018007652,G.Marquez,O.Albies,1,1,Home Run,201800099,0,R,608566,645277,L,True,COL,ATL,2018,False,True,True,False,0,1
2018007653,G.Marquez,F.Freeman,1,1,Walk,201800099,0,R,608566,518692,L,True,COL,ATL,2018,False,False,False,False,1,1
2018007654,G.Marquez,N.Markakis,1,1,Walk,201800099,0,R,608566,455976,L,True,COL,ATL,2018,False,False,False,False,1,1
2018007655,G.Marquez,K.Suzuki,1,1,Single,201800099,0,R,608566,435559,R,True,COL,ATL,2018,False,False,True,False,1,1
2018007656,G.Marquez,P.Tucker,1,2,Sac Fly,201800099,0,R,608566,605512,L,True,COL,ATL,2018,False,False,False,True,1,2
2018007657,G.Marquez,D.Swanson,1,2,Triple,201800099,0,R,608566,621020,R,True,COL,ATL,2018,False,False,True,False,2,4
2018007658,G.Marquez,R.Flaherty,1,2,Intent Walk,201800099,0,R,608566,475247,L,True,COL,ATL,2018,False,False,False,False,4,4
2018007659,G.Marquez,B.McCarthy,1,3,Strikeout,201800099,0,R,608566,435221,R,True,COL,ATL,2018,True,False,False,True,4,4
2018007660,B.McCarthy,C.Blackmon,1,0,Walk,201800099,4,R,435221,453568,L,False,ATL,COL,2018,False,False,False,False,0,0
2018007661,B.McCarthy,D.LeMahieu,1,1,Strikeout,201800099,4,R,435221,518934,R,False,ATL,COL,2018,True,False,False,True,0,0
2018007662,B.McCarthy,N.Arenado,1,2,Forceout,201800099,4,R,435221,571448,R,False,ATL,COL,2018,False,False,False,True,0,0
2018007663,B.McCarthy,C.Gonzalez,1,2,Triple,201800099,4,R,435221,471865,L,False,ATL,COL,2018,False,False,True,False,0,1
2018007664,B.McCarthy,I.Desmond,1,3,Lineout,201800099,4,R,435221,435622,R,False,ATL,COL,2018,False,False,False,True,1,1
2018007665,G.Marquez,E.Inciarte,2,1,Lineout,201800099,1,R,608566,542255,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007666,G.Marquez,O.Albies,2,2,Lineout,201800099,1,R,608566,645277,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007667,G.Marquez,F.Freeman,2,3,Groundout,201800099,1,R,608566,518692,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007668,B.McCarthy,G.Parra,2,1,Groundout,201800099,4,R,435221,467827,L,False,ATL,COL,2018,False,False,False,True,1,1
2018007669,B.McCarthy,T.Story,2,2,Flyout,201800099,4,R,435221,596115,R,False,ATL,COL,2018,False,False,False,True,1,1
2018007670,B.McCarthy,C.Iannetta,2,2,Double,201800099,4,R,435221,455104,R,False,ATL,COL,2018,False,False,True,False,1,1
2018007671,B.McCarthy,G.Marquez,2,3,Groundout,201800099,4,R,435221,608566,R,False,ATL,COL,2018,False,False,False,True,1,1
2018007672,G.Marquez,N.Markakis,3,1,Groundout,201800099,1,R,608566,455976,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007673,G.Marquez,K.Suzuki,3,2,Flyout,201800099,1,R,608566,435559,R,True,COL,ATL,2018,False,False,False,True,4,4
2018007674,G.Marquez,P.Tucker,3,2,Single,201800099,1,R,608566,605512,L,True,COL,ATL,2018,False,False,True,False,4,4
2018007675,G.Marquez,D.Swanson,3,2,Single,201800099,1,R,608566,621020,R,True,COL,ATL,2018,False,False,True,False,4,4
2018007676,G.Marquez,R.Flaherty,3,2,Walk,201800099,1,R,608566,475247,L,True,COL,ATL,2018,False,False,False,False,4,4
2018007677,G.Marquez,B.McCarthy,3,3,Strikeout,201800099,1,R,608566,435221,R,True,COL,ATL,2018,True,False,False,True,4,4
2018007678,B.McCarthy,C.Blackmon,3,1,Flyout,201800099,4,R,435221,453568,L,False,ATL,COL,2018,False,False,False,True,1,1
2018007679,B.McCarthy,D.LeMahieu,3,2,Groundout,201800099,4,R,435221,518934,R,False,ATL,COL,2018,False,False,False,True,1,1
2018007680,B.McCarthy,N.Arenado,3,3,Flyout,201800099,4,R,435221,571448,R,False,ATL,COL,2018,False,False,False,True,1,1
2018007681,G.Marquez,E.Inciarte,4,1,Flyout,201800099,1,R,608566,542255,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007682,G.Marquez,O.Albies,4,2,Pop Out,201800099,1,R,608566,645277,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007683,G.Marquez,F.Freeman,4,3,Groundout,201800099,1,R,608566,518692,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007684,B.McCarthy,C.Gonzalez,4,0,Home Run,201800099,4,R,435221,471865,L,False,ATL,COL,2018,False,True,True,False,1,2
2018007685,B.McCarthy,I.Desmond,4,1,Groundout,201800099,4,R,435221,435622,R,False,ATL,COL,2018,False,False,False,True,2,2
2018007686,B.McCarthy,G.Parra,4,2,Flyout,201800099,4,R,435221,467827,L,False,ATL,COL,2018,False,False,False,True,2,2
2018007687,B.McCarthy,T.Story,4,2,Home Run,201800099,4,R,435221,596115,R,False,ATL,COL,2018,False,True,True,False,2,3
2018007688,B.McCarthy,C.Iannetta,4,3,Groundout,201800099,4,R,435221,455104,R,False,ATL,COL,2018,False,False,False,True,3,3
2018007689,G.Marquez,N.Markakis,5,1,Flyout,201800099,3,R,608566,455976,L,True,COL,ATL,2018,False,False,False,True,4,4
2018007690,G.Marquez,K.Suzuki,5,2,Flyout,201800099,3,R,608566,435559,R,True,COL,ATL,2018,False,False,False,True,4,4
2018007691,G.Marquez,P.Tucker,5,2,Walk,201800099,3,R,608566,605512,L,True,COL,ATL,2018,False,False,False,False,4,4
2018007692,G.Marquez,D.Swanson,5,2,Double,201800099,3,R,608566,621020,R,True,COL,ATL,2018,False,False,True,False,4,5
2018007693,G.Marquez,R.Flaherty,5,2,Intent Walk,201800099,3,R,608566,475247,L,True,COL,ATL,2018,False,False,False,False,5,5
