id,first_name,last_name,team,position
519048,Mitch,Moreland,BOS,fielder
641816,Tyler,Mahle,CIN,pitcher
596071,Dillon,Peters,MIA,pitcher
656427,Jack,Flaherty,SLN,pitcher
645261,Sandy,Alcantara,MIA,pitcher
547982,Leonys,Martin,DET,fielder
592865,Taylor,Williams,MIL,pitcher
621111,Walker,Buehler,LAN,pitcher
664192,Joey,Lucchesi,SDN,pitcher
642232,Ryan,Yarbrough,TBA,pitcher
465753,Pedro,Florimon,PHI,fielder
660271,Shohei,Ohtani,LAA,fielder
670950,Trevor,Richards,MIA,pitcher
571945,Miles,Mikolas,SLN,pitcher
621002,Daniel,Robertson,TBA,fielder
605498,Andrew,Suarez,SFN,pitcher
467055,Pablo,Sandoval,SFN,fielder
592468,Nick,Kingham,PIT,pitcher
647336,Mike,Soroka,ATL,pitcher
608654,Johnny,Field,TBA,fielder
434778,Kendrys,Morales,TOR,fielder
596295,Austin,Gomber,SLN,pitcher
605486,Cory,Spangenberg,SDN,pitcher
576397,Jedd,Gyorko,SLN,fielder
519295,Jake,Smolinski,OAK,fielder
621044,Jesmuel,Valentin,PHI,fielder
446386,Brandon,Guyer,CLE,pitcher
594824,Greg,Garcia,SLN,fielder
571602,Matt,Davidson,CHA,fielder
448602,Mark,Reynolds,WAS,fielder
488671,Alex,Avila,ARI,fielder
607468,Alex,Blandino,CIN,fielder
553902,Willians,Astudillo,MIN,fielder
600303,Tommy,La Stella,CHN,fielder
605170,Victor,Caratini,CHN,fielder
664023,Ian,Happ,CHN,fielder
519203,Anthony,Rizzo,CHN,fielder
624636,Carlos,Tocci,TEX,fielder
607387,Ryan,Rua,TEX,fielder
571771,Enrique,Hernandez,LAN,fielder
460576,Carlos,Gomez,TBA,fielder
408314,Jose,Reyes,NYN,fielder
502143,Danny,Valencia,BAL,fielder
641598,Mitch,Garver,MIN,fielder
641525,Brandon,Dixon,CIN,fielder
657053,Touki,Toussaint,ATL,pitcher
664068,Scott,Kingery,PHI,fielder
518586,Charlie,Culberson,ATL,fielder
488818,Chase,d'Arnaud,SFN,fielder
607054,Jace,Peterson,BAL,fielder
572761,Matt,Carpenter,SLN,fielder
518792,Jason,Heyward,CHN,fielder
571431,Matt,Adams,WAS,fielder
451594,Dexter,Fowler,SLN,fielder
624585,Jorge,Soler,KCA,fielder
516770,Starlin,Castro,MIA,fielder
425877,Yadier,Molina,SLN,fielder
543939,Kolten,Wong,SLN,fielder
594777,Kole,Calhoun,LAA,fielder
545361,Mike,Trout,LAA,fielder
405395,Albert,Pujols,LAA,fielder
459964,Matt,Joyce,OAK,fielder
457706,Austin,Jackson,NYN,fielder
429664,Robinson,Cano,SEA,fielder
443558,Nelson,Cruz,SEA,fielder
501896,David,Freese,PIT,fielder
543068,C.J.,Cron,TBA,fielder
572122,Kyle,Seager,SEA,fielder
489149,Logan,Morrison,MIN,fielder
572287,Mike,Zunino,SEA,fielder
455104,Chris,Iannetta,COL,fielder
543543,Brad,Miller,TBA,fielder
455976,Nick,Markakis,ATL,fielder
518692,Freddie,Freeman,ATL,fielder
543829,Dee,Gordon,SEA,fielder
592885,Christian,Yelich,MIL,fielder
519317,Giancarlo,Stanton,NYA,fielder
592743,Andrelton,Simmons,LAA,fielder
445988,Martin,Prado,MIA,fielder
542303,Marcell,Ozuna,SLN,fielder
588751,Adeiny,Hechavarria,TBA,fielder
457727,Cameron,Maybin,MIA,fielder
592518,Manny,Machado,BAL,fielder
430945,Adam,Jones,BAL,fielder
456665,Steve,Pearce,TOR,fielder
519306,Steven,Souza Jr.,ARI,fielder
452678,Asdrubal,Cabrera,NYN,fielder
570731,Jonathan,Schoop,BAL,fielder
543376,Caleb,Joseph,BAL,fielder
446334,Evan,Longoria,SFN,fielder
425784,Rene,Rivera,LAA,fielder
523253,Logan,Forsythe,LAN,fielder
595281,Kevin,Kiermaier,TBA,fielder
605141,Mookie,Betts,BOS,fielder
434670,Hanley,Ramirez,BOS,fielder
546318,Odubel,Herrera,PHI,fielder
400284,Chase,Utley,LAN,fielder
593428,Xander,Bogaerts,BOS,fielder
520471,Freddy,Galvis,SDN,fielder
514917,Cesar,Hernandez,PHI,fielder
594809,Adam,Eaton,WAS,fielder
466320,Melky,Cabrera,CLE,fielder
547989,Jose,Abreu,CHA,fielder
444876,Alcides,Escobar,KCA,fielder
519058,Mike,Moustakas,KCA,fielder
456715,Lorenzo,Cain,MIL,fielder
541645,Avisail,Garcia,CHA,fielder
452095,Tyler,Flowers,ATL,fielder
543333,Eric,Hosmer,SDN,fielder
460086,Alex,Gordon,KCA,fielder
521692,Salvador,Perez,KCA,fielder
543401,Jason,Kipnis,CLE,fielder
488726,Michael,Brantley,CLE,fielder
514888,Jose,Altuve,HOU,fielder
543807,George,Springer,HOU,fielder
472528,Luis,Valbuena,LAA,fielder
467793,Carlos,Santana,PHI,fielder
543228,Yan,Gomes,CLE,fielder
594828,Evan,Gattis,HOU,fielder
502082,Lonnie,Chisenhall,CLE,fielder
608070,Jose,Ramirez,CLE,fielder
476704,Jed,Lowrie,OAK,fielder
545350,Jake,Marisnick,HOU,fielder
453568,Charlie,Blackmon,COL,fielder
471865,Carlos,Gonzalez,COL,fielder
571448,Nolan,Arenado,COL,fielder
572816,Corey,Dickerson,PIT,fielder
460026,Nick,Hundley,SFN,fielder
518960,Jonathan,Lucroy,OAK,fielder
460075,Ryan,Braun,MIL,fielder
518934,DJ,LeMahieu,COL,fielder
501981,Khris,Davis,OAK,fielder
516416,Jean,Segura,SEA,fielder
467827,Gerardo,Parra,COL,fielder
455117,Martin,Maldonado,LAA,fielder
572821,Brian,Dozier,MIN,fielder
408045,Joe,Mauer,MIN,fielder
434658,Rajai,Davis,CLE,fielder
435079,Ian,Kinsler,LAA,fielder
400121,Victor,Martinez,DET,fielder
502110,J.D.,Martinez,BOS,fielder
592206,Nicholas,Castellanos,DET,fielder
578428,Jose,Iglesias,DET,fielder
435559,Kurt,Suzuki,ATL,fielder
434158,Curtis,Granderson,TOR,fielder
446263,Lucas,Duda,KCA,fielder
572191,Michael A.,Taylor,WAS,fielder
547180,Bryce,Harper,WAS,fielder
475582,Ryan,Zimmerman,WAS,fielder
467092,Wilson,Ramos,TBA,fielder
502517,Daniel,Murphy,WAS,fielder
435622,Ian,Desmond,COL,fielder
527038,Wilmer,Flores,NYN,fielder
544925,Matthew,den Dekker,NYN,fielder
543281,Josh,Harrison,PIT,fielder
570256,Gregory,Polanco,PIT,fielder
457705,Andrew,McCutchen,SFN,fielder
435522,Neil,Walker,NYA,fielder
571740,Billy,Hamilton,CIN,fielder
458015,Joey,Votto,CIN,fielder
453943,Todd,Frazier,NYN,fielder
516782,Starling,Marte,PIT,fielder
476883,Pedro,Alvarez,BAL,fielder
465041,Francisco,Cervelli,PIT,fielder
519023,Devin,Mesoraco,CIN,fielder
457803,Jay,Bruce,NYN,fielder
446359,Zack,Cozart,LAA,fielder
474568,Jordy,Mercer,PIT,fielder
446481,Sean,Rodriguez,PIT,fielder
571976,Wil,Myers,SDN,fielder
461314,Matt,Kemp,LAN,fielder
457708,Justin,Upton,LAA,fielder
624577,Yasiel,Puig,LAN,fielder
475174,Yonder,Alonso,CLE,fielder
592626,Joc,Pederson,LAN,fielder
454560,A.J.,Ellis,SDN,fielder
457759,Justin,Turner,LAN,fielder
605412,Joe,Panik,SFN,fielder
457763,Buster,Posey,SFN,fielder
474832,Brandon,Belt,SFN,fielder
572041,A.J.,Pollock,ARI,fielder
542255,Ender,Inciarte,ATL,fielder
502671,Paul,Goldschmidt,ARI,fielder
444432,Mark,Trumbo,BAL,fielder
543063,Brandon,Crawford,SFN,fielder
453923,Gregor,Blanco,SFN,fielder
572008,Chris,Owings,ARI,fielder
605113,Nick,Ahmed,ARI,fielder
622110,Matt,Duffy,TBA,fielder
571875,Jake,Lamb,ARI,fielder
444482,David,Peralta,ARI,fielder
462101,Elvis,Andrus,TEX,fielder
502226,Craig,Gentry,BAL,fielder
450314,Ben,Zobrist,CHN,fielder
134181,Adrian,Beltre,TEX,fielder
425783,Shin-Soo,Choo,TEX,fielder
543760,Marcus,Semien,OAK,fielder
455139,Robinson,Chirinos,TEX,fielder
596059,Rougned,Odor,TEX,fielder
431145,Russell,Martin,TOR,fielder
430832,Jose,Bautista,NYN,fielder
458731,Brett,Gardner,NYA,fielder
429665,Edwin,Encarnacion,CLE,fielder
518626,Josh,Donaldson,TOR,fielder
435263,Brian,McCann,HOU,fielder
452104,Chase,Headley,SDN,fielder
607680,Kevin,Pillar,TOR,fielder
581527,Devon,Travis,TOR,fielder
544369,Didi,Gregorius,NYA,fielder
448801,Chris,Davis,BAL,fielder
542921,Tim,Beckham,BAL,fielder
518735,Yasmani,Grandal,LAN,fielder
500208,Yangervis,Solarte,TOR,fielder
570560,Yolmer,Sanchez,CHA,fielder
543257,Robbie,Grossman,MIN,fielder
543510,James,McCann,DET,fielder
456488,Eduardo,Nunez,BOS,fielder
543302,Chris,Herrmann,SEA,fielder
519333,Matt,Szczur,SDN,fielder
592192,Mark,Canha,OAK,fielder
592261,Delino,DeShields,TEX,fielder
475253,Justin,Smoak,TOR,fielder
455759,Chris,Young,LAA,fielder
571788,Brock,Holt,BOS,fielder
547379,Roberto,Perez,CLE,fielder
542340,Jonathan,Villar,MIL,fielder
571974,John Ryan,Murphy,ARI,fielder
506702,Sandy,Leon,BOS,fielder
456078,Welington,Castillo,CHA,fielder
594838,Phil,Gosselin,CIN,fielder
545341,Randal,Grichuk,TOR,fielder
488721,Peter,Bourjos,ATL,fielder
543484,Mikie,Mahtook,DET,fielder
435064,Bobby,Wilson,MIN,fielder
503556,Marwin,Gonzalez,HOU,fielder
502210,Josh,Reddick,HOU,fielder
502481,Jarrod,Dyson,ARI,fielder
592663,J.T.,Realmuto,MIA,fielder
592178,Kris,Bryant,CHN,fielder
572180,Andrew,Susac,BAL,fielder
571466,Tucker,Barnhart,CIN,fielder
452655,Denard,Span,TBA,fielder
608365,Addison,Russell,CHN,fielder
488810,Tony,Cruz,CIN,fielder
571970,Max,Muncy,LAN,fielder
571506,Justin,Bour,MIA,fielder
518542,Juan,Centeno,TEX,fielder
595978,Austin,Hedges,SDN,fielder
621035,Chris,Taylor,LAN,fielder
542208,Carlos,Perez,TEX,fielder
506747,Francisco,Pena,SLN,fielder
517369,Jose,Pirela,SDN,fielder
592696,Eddie,Rosario,MIN,fielder
605512,Preston,Tucker,ATL,fielder
543768,Travis,Shaw,MIL,fielder
598265,Jackie,Bradley,BOS,fielder
543305,Aaron,Hicks,NYA,fielder
596748,Maikel,Franco,PHI,fielder
452254,Hunter,Pence,SFN,fielder
594694,Wilmer,Difo,WAS,fielder
488681,Brandon,Barnes,CLE,fielder
605131,Austin,Barnes,LAN,fielder
553988,Dixon,Machado,DET,fielder
608336,Joey,Gallo,TEX,fielder
543685,Anthony,Rendon,WAS,fielder
446308,Matt,Wieters,WAS,fielder
594988,Scott,Schebler,CIN,fielder
621043,Carlos,Correa,HOU,fielder
593871,Jorge,Polanco,MIN,fielder
553993,Eugenio,Suarez,CIN,fielder
518618,Derek,Dietrich,MIA,fielder
592200,Curt,Casali,CIN,fielder
596019,Francisco,Lindor,CLE,fielder
621439,Byron,Buxton,MIN,fielder
656941,Kyle,Schwarber,CHN,fielder
570267,Domingo,Santana,MIL,fielder
500743,Miguel,Rojas,MIA,fielder
491676,Gorkys,Hernandez,SFN,fielder
501303,Ehire,Adrianza,MIN,fielder
593934,Miguel,Sano,MIN,fielder
502054,Tommy,Pham,SLN,fielder
527043,Jefry,Marte,LAA,fielder
572233,Christian,Walker,ARI,fielder
608701,Rob,Refsnyder,TBA,fielder
542513,Tomas,Telis,MIA,fielder
572039,Stephen,Piscotty,OAK,fielder
542583,Jesus,Aguilar,MIL,fielder
624424,Michael,Conforto,NYN,fielder
606466,Ketel,Marte,ARI,fielder
605509,Kelby,Tomlinson,SFN,fielder
572204,Trayce,Thompson,CHA,fielder
606299,Jose,Peraza,CIN,fielder
595885,Greg,Bird,NYA,fielder
571437,Aaron,Altherr,PHI,fielder
607208,Trea,Turner,WAS,fielder
608671,Travis,Jankowski,SDN,fielder
545358,Max,Stassi,HOU,fielder
543308,John,Hicks,DET,fielder
594807,Adam,Duvall,CIN,fielder
592273,Brandon,Drury,NYA,fielder
595879,Javier,Baez,CHN,fielder
571912,Luke,Maile,TOR,fielder
502570,Rocky,Gale,LAN,fielder
593647,Socrates,Brito,ARI,fielder
598284,Peter,O'Brien,MIA,fielder
608596,Tom,Murphy,COL,fielder
553869,Elias,Diaz,PIT,fielder
600474,Pedro,Severino,WAS,fielder
592680,Yadiel,Rivera,MIA,fielder
542979,Keon,Broxton,MIL,fielder
596146,Max,Kepler,MIN,fielder
519222,Austin,Romine,NYA,fielder
596142,Gary,Sanchez,NYA,fielder
596847,Ji-Man,Choi,MIL,fielder
546991,Albert,Almora,CHN,fielder
664058,David,Fletcher,LAA,fielder
607430,John,Andreoli,BAL,fielder
596115,Trevor,Story,COL,fielder
572073,Joey,Rickard,BAL,fielder
571980,Tyler,Naquin,CLE,fielder
547172,Tony,Wolters,COL,fielder
649557,Aledmys,Diaz,TOR,fielder
608577,Nomar,Mazara,TEX,fielder
605480,Mallex,Smith,TBA,fielder
543877,Christian,Vazquez,BOS,fielder
542364,Rafael,Ortega,MIA,fielder
592325,Ben,Gamel,SEA,fielder
593700,Alen,Hanson,SFN,fielder
593160,Whit,Merrifield,KCA,fielder
592567,Colin,Moran,PIT,fielder
643393,Tony,Kemp,HOU,fielder
595777,Jurickson,Profar,TEX,fielder
641313,Tim,Anderson,CHA,fielder
575929,Willson,Contreras,CHN,fielder
624428,Adam,Frazier,PIT,fielder
607043,Brandon,Nimmo,NYN,fielder
600869,Jeimer,Candelario,DET,fielder
605137,Josh,Bell,PIT,fielder
592387,Ryon,Healy,SEA,fielder
570481,Erik,Gonzalez,CLE,fielder
553882,Omar,Narvaez,CHA,fielder
622194,Bruce,Maxwell,OAK,fielder
621311,David,Dahl,COL,fielder
608324,Alex,Bregman,HOU,fielder
609275,Adalberto,Mondesi,KCA,fielder
602922,Jose,Rondon,CHA,fielder
628338,Guillermo,Heredia,SEA,fielder
444489,Manny,Pina,MIL,fielder
643217,Andrew,Benintendi,BOS,fielder
605508,Charlie,Tilson,CHA,fielder
606115,Orlando,Arcia,MIL,fielder
571718,Brian,Goodwin,WAS,fielder
606192,Teoscar,Hernandez,TOR,fielder
592122,Tyler,Austin,NYA,fielder
592450,Aaron,Judge,NYA,fielder
571745,Mitch,Haniger,SEA,fielder
621020,Dansby,Swanson,ATL,fielder
640461,Chad,Pinder,OAK,fielder
493329,Yuli,Gurriel,HOU,fielder
592444,JaCoby,Jones,DET,fielder
621563,Joey,Wendle,TBA,fielder
607345,Kevan,Smith,CHA,fielder
606132,Raimel,Tapia,COL,fielder
660162,Yoan,Moncada,CHA,fielder
500874,Jose,Martinez,SLN,fielder
642162,Pat,Valaika,COL,fielder
621566,Matt,Olson,OAK,fielder
600524,Renato,Nunez,TEX,fielder
641531,Hunter,Dozier,KCA,fielder
595751,Jorge,Alfaro,PHI,fielder
596129,Daniel,Vogelbach,SEA,fielder
641820,Trey,Mancini,BAL,fielder
641319,Carlos,Asuaje,SDN,fielder
592669,Hunter,Renfroe,SDN,fielder
622534,Manuel,Margot,SDN,fielder
547004,Rio,Ruiz,ATL,fielder
571851,Spencer,Kieboom,WAS,fielder
650490,Yandy,Diaz,CLE,fielder
519346,Eric,Thames,MIL,fielder
592685,Drew,Robinson,TEX,fielder
595284,Andrew,Knapp,PHI,fielder
595375,JT,Riddle,MIA,fielder
622666,Johan,Camargo,ATL,fielder
543309,Kyle,Higashioka,NYA,fielder
608385,Jesse,Winker,CIN,fielder
591741,Jose,Osuna,PIT,fielder
593528,Jorge,Bonifacio,KCA,fielder
451192,Jim,Adduci,DET,fielder
624414,Christian,Arroyo,TBA,fielder
641355,Cody,Bellinger,LAN,fielder
547912,Gift,Ngoepe,TOR,fielder
572669,Lane,Adams,ATL,fielder
642423,Magneuris,Sierra,MIA,fielder
607471,Christopher,Bostick,MIA,fielder
605548,Bradley,Zimmer,CLE,fielder
546990,Anthony,Alford,TOR,fielder
641553,Adam,Engel,CHA,fielder
657557,Paul,DeJong,SLN,fielder
596103,Austin,Slater,SFN,fielder
621433,Brett,Phillips,KCA,fielder
621446,Lewis,Brinson,MIA,fielder
605233,Derek,Fisher,HOU,fielder
656305,Matt,Chapman,OAK,fielder
624507,Ryder,Jones,SFN,fielder
624407,Tzu-Wei,Lin,BOS,fielder
643565,Mike,Tauchman,COL,fielder
642180,Tyler,Wade,NYA,fielder
609280,Miguel,Andujar,NYA,fielder
608384,Nick,Williams,PHI,fielder
640449,Clint,Frazier,NYA,fielder
506703,Adrian,Sanchez,WAS,fielder
664057,Andrew,Stevenson,WAS,fielder
646240,Rafael,Devers,BOS,fielder
664056,Harrison,Bader,SLN,fielder
656669,Jordan,Luplow,PIT,fielder
571657,Kyle,Farmer,LAN,fielder
595373,Jack,Reinheimer,NYN,fielder
645277,Ozzie,Albies,ATL,fielder
642708,Amed,Rosario,NYN,fielder
547170,Nicky,Delmonico,CHA,fielder
595956,Cam,Gallagher,KCA,fielder
656555,Rhys,Hoskins,PHI,fielder
642086,Dominic,Smith,NYN,fielder
641857,Ryan,McMahon,COL,fielder
623993,Anthony,Santander,BAL,fielder
595453,Chad,Wallach,MIA,fielder
571679,David,Freitas,SEA,fielder
642336,Francisco,Mejia,SDN,fielder
656185,Greg,Allen,CLE,fielder
657077,Alex,Verdugo,LAN,fielder
605119,Brian,Anderson,MIA,fielder
620446,Richard,Urena,TOR,fielder
592348,Niko,Goodrum,DET,fielder
591971,Breyvic,Valera,BAL,fielder
645302,Victor,Robles,WAS,fielder
642082,Chance,Sisco,BAL,fielder
605357,Mike,Marjama,SEA,fielder
641432,Willie,Calhoun,TEX,fielder
621512,Tomas,Nido,NYN,fielder
570799,Christian,Villanueva,SDN,fielder
622168,Yairo,Munoz,SLN,fielder
657658,Braxton,Lee,MIA,fielder
641856,Billy,McKinney,TOR,fielder
622682,Victor,Reyes,DET,fielder
643396,Isiah,Kiner-Falefa,TEX,fielder
608597,Ronald,Guzman,TEX,fielder
641933,Tyler,O'Neill,SLN,fielder
666971,Lourdes,Gurriel Jr.,TOR,fielder
623520,David,Bote,CHN,fielder
571595,Noel,Cuevas,COL,fielder
650402,Gleyber,Torres,NYA,fielder
660670,Ronald,Acuna,ATL,fielder
595222,Mike,Gerber,DET,fielder
594953,Daniel,Palka,CHA,fielder
594011,Rosell,Herrera,KCA,fielder
606988,Grayson,Greiner,DET,fielder
641583,Dustin,Fowler,OAK,fielder
641645,Luis,Guillorme,NYN,fielder
614177,Franmil,Reyes,SDN,fielder
665742,Juan,Soto,WAS,fielder
640457,Austin,Meadows,PIT,fielder
595909,Jake,Cave,MIN,fielder
642715,Willy,Adames,TBA,fielder
593993,Jose,Briceno,LAA,fielder
605474,Matt,Skole,CHA,fielder
500135,Ronny,Rodriguez,DET,fielder
642851,Austin,Wynns,BAL,fielder
641343,Jake,Bauers,TBA,fielder
621453,Steven,Duggar,SFN,fielder
643446,Jeff,McNeil,NYN,fielder
605421,Michael,Perez,TBA,fielder
656811,Ryan,O'Hearn,KCA,fielder
543194,Isaac,Galloway,MIA,fielder
657656,Ramon,Laureano,OAK,fielder
664040,Brandon,Lowe,TBA,fielder
656775,Cedric,Mullins,BAL,fielder
621550,Patrick,Wisdom,SLN,fielder
643376,Danny,Jansen,TOR,fielder
621573,Austin,Dean,MIA,fielder
622046,Chris,Shaw,SFN,fielder
605244,Aramis,Garcia,SFN,fielder
650619,Meibrys,Viloria,KCA,fielder
606992,Eric,Haase,CLE,fielder
641477,Ryan,Cordell,CHA,fielder
642133,Rowdy,Tellez,TOR,fielder
623214,Abiatal,Avelino,SFN,fielder
621466,DJ,Stewart,BAL,fielder
519166,Neil,Ramirez,CLE,pitcher
467008,Pedro,Strop,CHN,pitcher
444468,Hector,Rondon,HOU,pitcher
433587,Felix,Hernandez,SEA,pitcher
477569,Fernando,Salas,ARI,pitcher
407845,Fernando,Rodney,OAK,pitcher
501593,Luis,Avilan,CHA,pitcher
462382,Jim,Johnson,LAA,pitcher
445197,Mike,Dunn,COL,pitcher
502042,Chris,Archer,TBA,pitcher
503285,Darren,O'Day,BAL,pitcher
542960,Brad,Brach,BAL,pitcher
488984,Tommy,Hunter,PHI,pitcher
489446,Kirby,Yates,SDN,pitcher
453329,Clay,Buchholz,ARI,pitcher
491646,Jeanmar,Gomez,CHA,pitcher
547749,Junichi,Tazawa,MIA,pitcher
518617,Jake,Diekman,TEX,pitcher
516969,Kelvin,Herrera,KCA,pitcher
543359,Dan,Jennings,MIL,pitcher
451584,Wade,Davis,COL,pitcher
425492,Ryan,Madson,WAS,pitcher
572971,Dallas,Keuchel,HOU,pitcher
446372,Corey,Kluber,CLE,pitcher
519293,Will,Smith,SFN,pitcher
502026,Jeremy,Jeffress,MIL,pitcher
456034,David,Price,BOS,pitcher
461833,Phil,Hughes,SDN,pitcher
453286,Max,Scherzer,WAS,pitcher
112526,Bartolo,Colon,TEX,pitcher
458584,Xavier,Cedeno,CHA,pitcher
544727,Jeurys,Familia,NYN,pitcher
460283,Jerry,Blevins,NYN,pitcher
547973,Aroldis,Chapman,NYA,pitcher
448306,James,Shields,CHA,pitcher
543883,Nick,Vincent,SEA,pitcher
518875,Shawn,Kelley,WAS,pitcher
501822,Chris,Hatcher,OAK,pitcher
605177,Andrew,Chafin,ARI,pitcher
543339,Daniel,Hudson,LAN,pitcher
489265,Sergio,Romo,TBA,pitcher
424144,Oliver,Perez,CLE,pitcher
446899,Brad,Ziegler,MIA,pitcher
433586,Santiago,Casilla,OAK,pitcher
451596,Yovani,Gallardo,CIN,pitcher
547888,Masahiro,Tanaka,NYA,pitcher
455119,Chris,Martin,TEX,pitcher
592741,Chasen,Shreve,NYA,pitcher
571901,Aaron,Loup,TOR,pitcher
612434,Miguel,Castro,BAL,pitcher
458677,Justin,Wilson,CHN,pitcher
572020,James,Paxton,SEA,pitcher
621397,Tyler,Olson,CLE,pitcher
543272,Brad,Hand,SDN,pitcher
473879,Sam,Dyson,SFN,pitcher
518553,Steve,Cishek,CHN,pitcher
592332,Kevin,Gausman,BAL,pitcher
448178,Kevin,Jepsen,TEX,pitcher
502202,Brad,Boxberger,ARI,pitcher
592804,Tyler,Thornburg,BOS,pitcher
493603,Adam,Ottavino,COL,pitcher
520980,Pedro,Baez,LAN,pitcher
504379,Juan,Nicasio,SEA,pitcher
518886,Craig,Kimbrel,BOS,pitcher
433589,Yusmeiro,Petit,OAK,pitcher
502004,George,Kontos,PIT,pitcher
592665,Addison,Reed,MIN,pitcher
605309,Keone,Kela,TEX,pitcher
445926,Jesse,Chavez,TEX,pitcher
501625,Jose,Alvarez,LAA,pitcher
501925,Joe,Smith,HOU,pitcher
543606,Jake,Odorizzi,MIN,pitcher
519144,Rick,Porcello,BOS,pitcher
571704,Ken,Giles,HOU,pitcher
468396,Alexi,Ogando,CLE,pitcher
518633,Danny,Duffy,KCA,pitcher
457915,Javy,Guerra,MIA,pitcher
435043,Zach,Duke,MIN,pitcher
518813,Greg,Holland,WAS,pitcher
471911,Carlos,Carrasco,CLE,pitcher
450212,Pat,Neshek,PHI,pitcher
543766,Bryan,Shaw,COL,pitcher
501789,Will,Harris,HOU,pitcher
592102,Cody,Allen,CLE,pitcher
503449,Wily,Peralta,KCA,pitcher
446099,John,Axford,TOR,pitcher
465657,Joakim,Soria,CHA,pitcher
489334,Craig,Stammen,SDN,pitcher
595014,Blake,Treinen,OAK,pitcher
502190,Mike,Leake,SEA,pitcher
543037,Gerrit,Cole,HOU,pitcher
453172,Jared,Hughes,CIN,pitcher
543746,Rob,Scahill,CHA,pitcher
453343,Mark,Melancon,SFN,pitcher
476451,Jeremy,Hellickson,WAS,pitcher
458681,Lance,Lynn,MIN,pitcher
279571,Matt,Belisle,MIN,pitcher
519096,Dan,Otero,CLE,pitcher
476454,Dellin,Betances,NYA,pitcher
446399,Brett,Cecil,SLN,pitcher
532077,Roberto,Osuna,HOU,pitcher
453192,Andrew,Miller,CLE,pitcher
458006,Matt,Albers,MIL,pitcher
502085,David,Robertson,NYA,pitcher
545333,Trevor,Bauer,CLE,pitcher
572888,Shane,Greene,DET,pitcher
502043,Kyle,Gibson,MIN,pitcher
488846,Brian,Duensing,CHN,pitcher
628333,Odrisamer,Despaigne,MIA,pitcher
461325,Tyler,Clippard,TOR,pitcher
282332,CC,Sabathia,NYA,pitcher
502083,Zach,McAllister,CLE,pitcher
543521,Collin,McHugh,HOU,pitcher
502327,Hector,Santiago,CHA,pitcher
