batter_id,g_id,batter,team,opp,rbi,strikeout,out,n_atbats,homerun,hit
429665,201801436,E.Encarnacion,CLE,NYA,2,0.0,2.0,4,1.0,1.0
429665,201801449,E.Encarnacion,CLE,TEX,1,0.0,2.0,6,0.0,3.0
429665,201801729,E.Encarnacion,CLE,CHA,0,0.0,0.0,1,0.0,0.0
429665,201802105,E.Encarnacion,CLE,TOR,0,2.0,4.0,5,0.0,1.0
429665,201802283,E.Encarnacion,CLE,CHA,0,0.0,0.0,4,0.0,1.0
429665,201802402,E.Encarnacion,CLE,KCA,1,2.0,4.0,4,0.0,0.0
430832,201801002,J.Bautista,NYN,ATL,0,1.0,1.0,1,0.0,0.0
430832,201801382,J.Bautista,NYN,PHI,0,2.0,4.0,4,0.0,0.0
430832,201801806,J.Bautista,NYN,BAL,1,1.0,2.0,4,0.0,1.0
430832,201801966,J.Bautista,NYN,CHN,0,1.0,3.0,4,0.0,0.0
430832,201802329,J.Bautista,PHI,ATL,0,1.0,1.0,1,0.0,0.0
430935,201801978,C.Hamels,CHN,NYN,0,1.0,1.0,1,0.0,0.0
430945,201800177,A.Jones,BAL,TOR,0,3.0,4.0,4,0.0,0.0
430945,201800213,A.Jones,BAL,BOS,0,1.0,4.0,4,0.0,0.0
430945,201800578,A.Jones,BAL,TBA,0,1.0,2.0,4,0.0,1.0
430945,201800810,A.Jones,BAL,WAS,1,0.0,2.0,4,0.0,2.0
430945,201800825,A.Jones,BAL,WAS,0,0.0,3.0,4,0.0,1.0
430945,201801743,A.Jones,BAL,BOS,0,2.0,2.0,4,0.0,2.0
430945,201801806,A.Jones,BAL,NYN,1,0.0,1.0,3,0.0,1.0
430945,201801880,A.Jones,BAL,TOR,0,0.0,3.0,4,0.0,1.0
430945,201802026,A.Jones,BAL,KCA,0,1.0,2.0,4,0.0,2.0
430945,201802226,A.Jones,BAL,CHA,2,0.0,2.0,5,1.0,2.0
430945,201802250,A.Jones,BAL,TOR,0,2.0,4.0,4,0.0,0.0
431145,201800583,R.Martin,TOR,BOS,1,1.0,1.0,4,0.0,3.0
431145,201802038,R.Martin,TOR,MIA,0,0.0,3.0,3,0.0,0.0
434158,201800177,C.Granderson,TOR,BAL,0,2.0,4.0,5,0.0,1.0
434158,201800583,C.Granderson,TOR,BOS,0,1.0,2.0,2,0.0,0.0
434158,201801196,C.Granderson,TOR,HOU,0,1.0,1.0,1,0.0,0.0
434158,201801880,C.Granderson,TOR,BAL,0,0.0,1.0,3,0.0,2.0
434158,201802129,C.Granderson,MIL,SFN,0,1.0,1.0,2,0.0,0.0
434378,201800498,J.Verlander,HOU,ARI,0,1.0,1.0,2,0.0,1.0
434658,201800128,R.Davis,CLE,KCA,0,0.0,1.0,1,0.0,0.0
434658,201800465,R.Davis,CLE,NYA,0,1.0,3.0,4,0.0,1.0
434658,201801449,R.Davis,CLE,TEX,0,0.0,0.0,2,0.0,2.0
434658,201801729,R.Davis,CLE,CHA,0,1.0,2.0,3,0.0,1.0
434658,201802105,R.Davis,CLE,TOR,0,1.0,3.0,5,0.0,1.0
434658,201802283,R.Davis,CLE,CHA,0,0.0,0.0,1,0.0,0.0
434670,201800213,H.Ramirez,BOS,BAL,0,2.0,4.0,4,0.0,0.0
434671,201801790,A.Sanchez,ATL,MIA,0,1.0,2.0,2,0.0,0.0
434671,201802329,A.Sanchez,ATL,PHI,0,0.0,0.0,1,0.0,1.0
434778,201800583,K.Morales,TOR,BOS,0,0.0,1.0,4,0.0,1.0
434778,201801196,K.Morales,TOR,HOU,1,0.0,4.0,4,0.0,0.0
434778,201801880,K.Morales,TOR,BAL,2,1.0,1.0,4,1.0,3.0
434778,201802038,K.Morales,TOR,MIA,0,0.0,1.0,1,0.0,0.0
434778,201802105,K.Morales,TOR,CLE,0,1.0,1.0,1,0.0,0.0
434778,201802250,K.Morales,TOR,BAL,0,1.0,4.0,4,0.0,0.0
435064,201800802,B.Wilson,MIN,KCA,0,0.0,2.0,2,0.0,0.0
435064,201801041,B.Wilson,MIN,CLE,0,1.0,4.0,4,0.0,0.0
435064,201801124,B.Wilson,MIN,TEX,0,1.0,1.0,2,0.0,0.0
435064,201801468,B.Wilson,MIN,KCA,0,1.0,3.0,3,0.0,0.0
435079,201800402,I.Kinsler,ANA,NYA,0,1.0,4.0,5,0.0,1.0
435079,201800547,I.Kinsler,ANA,MIN,2,0.0,1.0,4,1.0,3.0
435079,201800780,I.Kinsler,ANA,DET,0,0.0,3.0,4,0.0,1.0
435079,201801262,I.Kinsler,ANA,SEA,0,0.0,3.0,3,0.0,0.0
435079,201801292,I.Kinsler,ANA,SEA,0,0.0,2.0,4,0.0,1.0
435079,201801306,I.Kinsler,ANA,LAN,0,0.0,2.0,4,0.0,2.0
435079,201801368,I.Kinsler,ANA,SEA,1,0.0,4.0,5,0.0,1.0
435079,201801933,I.Kinsler,BOS,TBA,0,0.0,3.0,3,0.0,0.0
435221,201800099,B.McCarthy,ATL,COL,2,2.0,2.0,3,0.0,1.0
435263,201800253,B.McCann,HOU,SEA,1,0.0,2.0,4,0.0,2.0
435263,201800498,B.McCann,HOU,ARI,0,0.0,3.0,4,0.0,0.0
435522,201800073,N.Walker,NYA,TBA,0,2.0,2.0,4,0.0,1.0
435522,201800402,N.Walker,NYA,ANA,0,2.0,4.0,4,0.0,0.0
435522,201800465,N.Walker,NYA,CLE,0,0.0,1.0,5,0.0,2.0
435522,201801436,N.Walker,NYA,CLE,1,1.0,3.0,4,1.0,1.0
435522,201801510,N.Walker,NYA,TBA,1,1.0,1.0,4,0.0,2.0
435559,201800099,K.Suzuki,ATL,COL,0,0.0,4.0,5,0.0,1.0
435559,201800886,K.Suzuki,ATL,SDN,2,0.0,3.0,6,0.0,3.0
435559,201801002,K.Suzuki,ATL,NYN,0,2.0,2.0,3,0.0,1.0
435559,201801790,K.Suzuki,ATL,MIA,1,0.0,3.0,4,0.0,1.0
435622,201800099,I.Desmond,COL,ATL,0,1.0,4.0,4,0.0,0.0
435622,201800755,I.Desmond,COL,CIN,0,2.0,4.0,4,0.0,0.0
435622,201801132,I.Desmond,COL,MIA,0,2.0,2.0,3,0.0,0.0
435622,201801200,I.Desmond,COL,SFN,2,2.0,3.0,4,0.0,1.0
435622,201801242,I.Desmond,COL,LAN,1,2.0,3.0,4,0.0,1.0
435622,201801600,I.Desmond,COL,SLN,0,1.0,3.0,5,0.0,1.0
435622,201802398,I.Desmond,COL,WAS,2,0.0,2.0,3,1.0,1.0
443558,201800253,N.Cruz,SEA,HOU,0,1.0,4.0,4,0.0,0.0
443558,201800310,N.Cruz,SEA,TEX,0,1.0,3.0,5,0.0,2.0
443558,201801097,N.Cruz,SEA,NYA,0,1.0,4.0,5,0.0,1.0
443558,201801262,N.Cruz,SEA,ANA,1,2.0,2.0,4,1.0,1.0
443558,201801292,N.Cruz,SEA,ANA,0,0.0,0.0,4,0.0,1.0
443558,201801368,N.Cruz,SEA,ANA,0,2.0,3.0,4,0.0,0.0
443558,201801448,N.Cruz,SEA,CHA,2,0.0,3.0,4,0.0,1.0
443558,201802341,N.Cruz,SEA,OAK,0,1.0,3.0,4,0.0,1.0
444432,201800578,M.Trumbo,BAL,TBA,0,0.0,2.0,4,0.0,2.0
444432,201800810,M.Trumbo,BAL,WAS,0,0.0,2.0,4,0.0,2.0
444432,201800825,M.Trumbo,BAL,WAS,0,1.0,2.0,3,0.0,0.0
444432,201801743,M.Trumbo,BAL,BOS,0,3.0,4.0,4,0.0,0.0
444432,201801806,M.Trumbo,BAL,NYN,1,1.0,4.0,5,0.0,1.0
444482,201800122,D.Peralta,ARI,SLN,2,1.0,2.0,4,1.0,2.0
444482,201800498,D.Peralta,ARI,HOU,0,2.0,3.0,4,0.0,1.0
444482,201800751,D.Peralta,ARI,OAK,0,0.0,3.0,4,0.0,1.0
444482,201802000,D.Peralta,ARI,LAN,3,2.0,3.0,4,1.0,1.0
444489,201801628,M.Pina,MIL,LAN,0,0.0,0.0,1,0.0,1.0
444489,201802129,M.Pina,MIL,SFN,0,1.0,3.0,3,0.0,0.0
444876,201800128,A.Escobar,KCA,CLE,0,0.0,4.0,4,0.0,0.0
444876,201800802,A.Escobar,KCA,MIN,0,0.0,4.0,6,1.0,2.0
444876,201801468,A.Escobar,KCA,MIN,0,0.0,3.0,4,0.0,0.0
444876,201801900,A.Escobar,KCA,TBA,0,0.0,2.0,3,0.0,1.0
444876,201802402,A.Escobar,KCA,CLE,1,0.0,2.0,5,0.0,3.0
445055,201800128,J.Jay,KCA,CLE,1,0.0,1.0,4,0.0,1.0
445055,201800802,J.Jay,KCA,MIN,0,1.0,3.0,6,0.0,2.0
445055,201802000,J.Jay,ARI,LAN,0,0.0,1.0,1,0.0,0.0
445988,201801540,M.Prado,MIA,WAS,0,1.0,4.0,4,0.0,0.0
445988,201802038,M.Prado,MIA,TOR,3,1.0,3.0,4,0.0,1.0
446263,201800128,L.Duda,KCA,CLE,0,2.0,3.0,4,0.0,1.0
446263,201801468,L.Duda,KCA,MIN,1,0.0,2.0,4,0.0,1.0
446263,201801900,L.Duda,KCA,TBA,0,0.0,4.0,4,0.0,0.0
446263,201802278,L.Duda,ATL,SLN,0,0.0,1.0,1,0.0,0.0
446263,201802329,L.Duda,ATL,PHI,0,0.0,1.0,2,0.0,0.0
446308,201801540,M.Wieters,WAS,MIA,2,0.0,4.0,5,0.0,1.0
446308,201801704,M.Wieters,WAS,ATL,0,1.0,2.0,4,0.0,2.0
446308,201802017,M.Wieters,WAS,MIL,0,1.0,2.0,3,0.0,1.0
446334,201801946,E.Longoria,SFN,TEX,1,0.0,4.0,4,0.0,0.0
446334,201802129,E.Longoria,SFN,MIL,0,0.0,3.0,4,0.0,1.0
446334,201802262,E.Longoria,SFN,SDN,0,2.0,4.0,5,0.0,1.0
446334,201802421,E.Longoria,SFN,LAN,0,0.0,2.0,3,0.0,1.0
446359,201800148,Z.Cozart,ANA,TEX,0,0.0,4.0,5,0.0,1.0
446359,201800402,Z.Cozart,ANA,NYA,0,1.0,3.0,4,0.0,1.0
446359,201800547,Z.Cozart,ANA,MIN,0,0.0,3.0,5,0.0,0.0
446359,201800780,Z.Cozart,ANA,DET,0,1.0,4.0,5,0.0,0.0
446386,201800465,B.Guyer,CLE,NYA,0,1.0,3.0,3,0.0,0.0
446386,201801449,B.Guyer,CLE,TEX,1,1.0,3.0,6,0.0,3.0
446386,201801729,B.Guyer,CLE,CHA,0,2.0,4.0,4,0.0,0.0
446386,201802105,B.Guyer,CLE,TOR,0,2.0,3.0,4,0.0,1.0
446386,201802283,B.Guyer,CLE,CHA,0,1.0,1.0,1,0.0,0.0
446481,201800798,S.Rodriguez,PIT,CHN,0,0.0,4.0,4,0.0,0.0
446481,201801676,S.Rodriguez,PIT,SLN,0,0.0,1.0,1,0.0,0.0
448179,201802000,R.Hill,LAN,ARI,0,1.0,1.0,1,0.0,0.0
448179,201802421,R.Hill,LAN,SFN,0,1.0,4.0,4,0.0,0.0
448602,201800764,M.Reynolds,WAS,MIA,1,1.0,3.0,4,1.0,1.0
448602,201800810,M.Reynolds,WAS,BAL,1,1.0,2.0,4,1.0,2.0
448602,201800825,M.Reynolds,WAS,BAL,0,0.0,4.0,4,0.0,0.0
448602,201800915,M.Reynolds,WAS,TBA,0,2.0,3.0,5,0.0,1.0
448602,201801540,M.Reynolds,WAS,MIA,0,0.0,1.0,5,0.0,1.0
448602,201801704,M.Reynolds,WAS,ATL,0,0.0,1.0,1,0.0,0.0
448602,201802398,M.Reynolds,WAS,COL,0,2.0,3.0,4,0.0,1.0
448801,201800177,C.Davis,BAL,TOR,1,1.0,2.0,4,0.0,2.0
448801,201800213,C.Davis,BAL,BOS,0,3.0,4.0,4,0.0,0.0
448801,201800578,C.Davis,BAL,TBA,0,0.0,4.0,4,0.0,0.0
448801,201800810,C.Davis,BAL,WAS,0,2.0,4.0,4,0.0,0.0
448801,201800825,C.Davis,BAL,WAS,0,1.0,2.0,3,0.0,1.0
448801,201801743,C.Davis,BAL,BOS,0,3.0,3.0,3,0.0,0.0
448801,201801806,C.Davis,BAL,NYN,0,2.0,2.0,3,0.0,1.0
448801,201801880,C.Davis,BAL,TOR,0,4.0,4.0,4,0.0,0.0
448801,201802026,C.Davis,BAL,KCA,0,2.0,3.0,4,0.0,1.0
448801,201802250,C.Davis,BAL,TOR,0,1.0,3.0,3,0.0,0.0
450314,201800798,B.Zobrist,CHN,PIT,2,1.0,3.0,6,1.0,2.0
450314,201801572,B.Zobrist,CHN,SLN,1,1.0,1.0,5,1.0,4.0
450314,201801966,B.Zobrist,CHN,NYN,1,0.0,3.0,5,0.0,2.0
450314,201801978,B.Zobrist,CHN,NYN,0,0.0,1.0,3,0.0,2.0
451192,201801775,J.Adduci,DET,CHA,0,0.0,3.0,4,0.0,1.0
451192,201801909,J.Adduci,DET,CHA,2,0.0,2.0,4,0.0,2.0
451192,201801919,J.Adduci,DET,CHA,0,0.0,2.0,3,0.0,0.0
451594,201800122,D.Fowler,SLN,ARI,0,0.0,4.0,4,0.0,0.0
451594,201800940,D.Fowler,SLN,CIN,0,0.0,2.0,3,0.0,0.0
451594,201801572,D.Fowler,SLN,CHN,0,1.0,3.0,3,0.0,0.0
451594,201801600,D.Fowler,SLN,COL,0,0.0,1.0,3,0.0,0.0
452095,201801704,T.Flowers,ATL,WAS,2,0.0,1.0,4,1.0,3.0
452095,201802278,T.Flowers,ATL,SLN,1,1.0,2.0,4,1.0,2.0
452095,201802329,T.Flowers,ATL,PHI,0,2.0,3.0,3,0.0,0.0
452104,201800133,C.Headley,SDN,HOU,0,1.0,1.0,4,0.0,1.0
452254,201801200,H.Pence,SFN,COL,0,1.0,1.0,1,0.0,0.0
452254,201801946,H.Pence,SFN,TEX,1,0.0,0.0,1,1.0,1.0
452254,201802129,H.Pence,SFN,MIL,0,2.0,3.0,4,0.0,1.0
452254,201802262,H.Pence,SFN,SDN,3,0.0,2.0,4,1.0,2.0
452254,201802421,H.Pence,SFN,LAN,0,3.0,4.0,4,0.0,0.0
452655,201800073,D.Span,TBA,NYA,2,1.0,1.0,2,0.0,1.0
452655,201800578,D.Span,TBA,BAL,0,1.0,3.0,3,0.0,0.0
452655,201801097,D.Span,SEA,NYA,2,1.0,3.0,4,0.0,1.0
452655,201801262,D.Span,SEA,ANA,0,1.0,3.0,4,0.0,1.0
452655,201801292,D.Span,SEA,ANA,0,0.0,3.0,4,0.0,1.0
452655,201801368,D.Span,SEA,ANA,0,0.0,3.0,4,0.0,0.0
452655,201801448,D.Span,SEA,CHA,0,0.0,3.0,4,0.0,1.0
452655,201802341,D.Span,SEA,OAK,0,2.0,4.0,4,0.0,0.0
452657,201800798,J.Lester,CHN,PIT,1,0.0,1.0,3,0.0,2.0
452657,201801966,J.Lester,CHN,NYN,2,1.0,1.0,2,0.0,1.0
452678,201801002,A.Cabrera,NYN,ATL,0,0.0,1.0,1,0.0,0.0
452678,201801382,A.Cabrera,NYN,PHI,0,0.0,0.0,1,0.0,0.0
452678,201802329,A.Cabrera,PHI,ATL,0,0.0,0.0,1,0.0,0.0
453568,201800099,C.Blackmon,COL,ATL,0,0.0,3.0,4,0.0,0.0
453568,201800755,C.Blackmon,COL,CIN,1,0.0,2.0,5,0.0,2.0
453568,201801132,C.Blackmon,COL,MIA,0,1.0,3.0,4,0.0,1.0
453568,201801200,C.Blackmon,COL,SFN,0,0.0,6.0,6,0.0,0.0
453568,201801242,C.Blackmon,COL,LAN,0,0.0,1.0,1,0.0,0.0
453568,201801600,C.Blackmon,COL,SLN,2,1.0,4.0,5,1.0,1.0
453568,201802398,C.Blackmon,COL,WAS,1,0.0,3.0,4,1.0,1.0
453923,201802129,G.Blanco,SFN,MIL,0,0.0,1.0,3,0.0,1.0
453923,201802262,G.Blanco,SFN,SDN,0,0.0,1.0,1,0.0,0.0
453923,201802421,G.Blanco,SFN,LAN,0,1.0,3.0,3,0.0,0.0
453943,201801002,T.Frazier,NYN,ATL,0,3.0,4.0,4,0.0,0.0
453943,201801806,T.Frazier,NYN,BAL,4,0.0,3.0,6,1.0,3.0
453943,201801966,T.Frazier,NYN,CHN,0,0.0,4.0,4,0.0,0.0
453943,201801978,T.Frazier,NYN,CHN,0,3.0,3.0,5,0.0,1.0
453943,201802422,T.Frazier,NYN,MIA,1,1.0,2.0,3,0.0,1.0
454560,201800886,A.Ellis,SDN,ATL,0,0.0,1.0,3,0.0,1.0
454560,201802262,A.Ellis,SDN,SFN,0,0.0,0.0,1,0.0,0.0
455104,201800099,C.Iannetta,COL,ATL,0,1.0,2.0,4,0.0,2.0
455104,201800755,C.Iannetta,COL,CIN,0,0.0,1.0,4,0.0,2.0
455104,201801200,C.Iannetta,COL,SFN,0,0.0,0.0,2,0.0,2.0
455104,201802398,C.Iannetta,COL,WAS,1,1.0,1.0,3,1.0,2.0
455117,201800148,M.Maldonado,ANA,TEX,2,1.0,2.0,5,0.0,3.0
455117,201800547,M.Maldonado,ANA,MIN,1,1.0,2.0,4,0.0,2.0
455117,201800780,M.Maldonado,ANA,DET,0,1.0,3.0,3,0.0,0.0
455117,201801262,M.Maldonado,ANA,SEA,0,0.0,2.0,3,0.0,1.0
455117,201801292,M.Maldonado,ANA,SEA,0,0.0,0.0,3,0.0,2.0
455117,201801368,M.Maldonado,ANA,SEA,0,0.0,3.0,4,0.0,1.0
455117,201802076,M.Maldonado,HOU,MIN,0,1.0,3.0,3,0.0,0.0
455139,201800148,R.Chirinos,TEX,ANA,0,2.0,3.0,4,0.0,1.0
455139,201801124,R.Chirinos,TEX,MIN,0,0.0,2.0,4,0.0,2.0
455139,201801139,R.Chirinos,TEX,MIN,3,1.0,2.0,4,1.0,1.0
455139,201801449,R.Chirinos,TEX,CLE,2,2.0,3.0,6,1.0,2.0
455139,201801946,R.Chirinos,TEX,SFN,0,0.0,2.0,4,0.0,1.0
455759,201800148,C.Young,ANA,TEX,1,1.0,3.0,5,0.0,2.0
455759,201800402,C.Young,ANA,NYA,0,1.0,3.0,4,0.0,0.0
455759,201800780,C.Young,ANA,DET,0,0.0,0.0,2,0.0,1.0
455976,201800099,N.Markakis,ATL,COL,0,0.0,3.0,5,0.0,1.0
455976,201800886,N.Markakis,ATL,SDN,3,1.0,3.0,5,1.0,2.0
455976,201801002,N.Markakis,ATL,NYN,0,0.0,4.0,4,0.0,0.0
455976,201801704,N.Markakis,ATL,WAS,0,0.0,3.0,4,0.0,1.0
455976,201801790,N.Markakis,ATL,MIA,0,0.0,4.0,5,0.0,1.0
455976,201802278,N.Markakis,ATL,SLN,2,1.0,4.0,4,0.0,0.0
455976,201802329,N.Markakis,ATL,PHI,0,0.0,1.0,1,0.0,0.0
456078,201800524,W.Castillo,CHA,PIT,3,1.0,2.0,4,2.0,2.0
456078,201802226,W.Castillo,CHA,BAL,0,1.0,2.0,4,0.0,2.0
456124,201800857,E.Kratz,MIL,CHA,1,0.0,2.0,4,1.0,2.0
456124,201801604,E.Kratz,MIL,LAN,0,0.0,3.0,3,0.0,0.0
456124,201801628,E.Kratz,MIL,LAN,0,0.0,4.0,4,0.0,0.0
456124,201801848,E.Kratz,MIL,SLN,0,1.0,4.0,4,0.0,0.0
456124,201802017,E.Kratz,MIL,WAS,1,1.0,2.0,3,1.0,1.0
456488,201801743,E.Nunez,BOS,BAL,2,0.0,3.0,4,1.0,1.0
456488,201801933,E.Nunez,BOS,TBA,0,1.0,1.0,3,0.0,2.0
456665,201800177,S.Pearce,TOR,BAL,0,0.0,3.0,4,0.0,0.0
456665,201801196,S.Pearce,TOR,HOU,0,1.0,2.0,3,0.0,0.0
456665,201801933,S.Pearce,BOS,TBA,0,0.0,4.0,4,0.0,0.0
456701,201800783,H.Bailey,CIN,ARI,0,0.0,2.0,3,0.0,1.0
456715,201800857,L.Cain,MIL,CHA,1,2.0,3.0,4,1.0,1.0
456715,201801604,L.Cain,MIL,LAN,1,0.0,3.0,4,0.0,1.0
456715,201801628,L.Cain,MIL,LAN,0,0.0,2.0,3,0.0,1.0
456715,201801848,L.Cain,MIL,SLN,0,0.0,2.0,4,0.0,1.0
456715,201802017,L.Cain,MIL,WAS,0,1.0,4.0,4,0.0,0.0
456715,201802129,L.Cain,MIL,SFN,0,1.0,4.0,4,0.0,0.0
457705,201801200,A.McCutchen,SFN,COL,1,2.0,2.0,5,0.0,2.0
457705,201801946,A.McCutchen,SFN,TEX,0,1.0,3.0,4,0.0,1.0
457706,201801806,A.Jackson,NYN,BAL,0,1.0,2.0,6,0.0,2.0
457706,201801966,A.Jackson,NYN,CHN,1,2.0,3.0,5,0.0,2.0
457706,201801978,A.Jackson,NYN,CHN,0,0.0,2.0,5,0.0,0.0
457706,201802422,A.Jackson,NYN,MIA,0,3.0,3.0,3,0.0,0.0
457708,201800148,J.Upton,ANA,TEX,1,0.0,1.0,5,0.0,1.0
457708,201800402,J.Upton,ANA,NYA,0,0.0,3.0,4,0.0,1.0
457708,201800547,J.Upton,ANA,MIN,1,0.0,3.0,4,1.0,1.0
457708,201800780,J.Upton,ANA,DET,0,2.0,3.0,5,0.0,1.0
457708,201801262,J.Upton,ANA,SEA,0,2.0,4.0,4,0.0,0.0
457708,201801292,J.Upton,ANA,SEA,0,1.0,2.0,4,0.0,0.0
457708,201801306,J.Upton,ANA,LAN,1,2.0,3.0,4,0.0,0.0
457708,201801368,J.Upton,ANA,SEA,1,1.0,3.0,5,0.0,1.0
457727,201800115,C.Maybin,MIA,PHI,0,2.0,2.0,3,0.0,1.0
457727,201800764,C.Maybin,MIA,WAS,0,0.0,0.0,1,0.0,1.0
457727,201801132,C.Maybin,MIA,COL,0,1.0,5.0,5,0.0,0.0
457727,201801540,C.Maybin,MIA,WAS,1,0.0,2.0,4,0.0,2.0
457759,201801242,J.Turner,LAN,COL,0,1.0,3.0,4,0.0,0.0
457759,201801306,J.Turner,LAN,ANA,0,2.0,3.0,4,0.0,0.0
457759,201801628,J.Turner,LAN,MIL,2,0.0,1.0,4,1.0,1.0
457759,201801876,J.Turner,LAN,SLN,0,1.0,2.0,5,0.0,2.0
457759,201802000,J.Turner,LAN,ARI,0,1.0,2.0,4,0.0,1.0
457759,201802188,J.Turner,LAN,SLN,1,2.0,4.0,5,0.0,1.0
457759,201802421,J.Turner,LAN,SFN,1,0.0,1.0,3,0.0,1.0
457763,201801200,B.Posey,SFN,COL,0,0.0,0.0,1,0.0,1.0
457803,201801002,J.Bruce,NYN,ATL,0,0.0,3.0,4,0.0,0.0
457803,201801966,J.Bruce,NYN,CHN,0,0.0,0.0,1,0.0,1.0
457803,201801978,J.Bruce,NYN,CHN,0,1.0,4.0,5,0.0,0.0
457803,201802422,J.Bruce,NYN,MIA,0,0.0,2.0,3,0.0,0.0
458015,201800050,J.Votto,CIN,WAS,0,0.0,2.0,4,0.0,1.0
458015,201800755,J.Votto,CIN,COL,1,0.0,3.0,5,0.0,1.0
458015,201800783,J.Votto,CIN,ARI,0,0.0,4.0,5,0.0,1.0
458015,201800940,J.Votto,CIN,SLN,2,0.0,2.0,5,0.0,2.0
